fecha_despacho,mes_despacho,dia_semana,remitente,id_unidad,franja_horaria,codigo_nodo_entrada,nombre_nodo_entrada,ciudad_entrada,departamento_entrada,codigo_nodo_salida,nombre_nodo_salida,ciudad_salida,departamento_salida,desbalance_entrada,tipo_desbalance_entrada,marca_desbalance_entrada,marca_final_desbalance_entrada,desbalance_salida,tipo_desbalance_salida,marca_desbalance_salida,marca_final_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba,otro_desbalance,marca_desbalance_operacional,marca_desbalance_clima,marca_desbalance_sistema,marca_desbalance_integridad,marca_desbalance_aguas_arriba,marca_otro_desbalance,fabricante,modelo,antiguedad_unidad,interrumpido,reenrutado
2023-03-23,3,5,Efigas,CE2893,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,-15,Sin desbalance en entrada,false,false,75,Alto >60,true,true,151,Regional 100-300Km,16,10,17,7,7,75,1,1,1,1,1,0,Caterpillar,C15,27,false,false
2023-07-02,7,1,Gasnacer,CE3530,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-3,Sin desbalance en entrada,false,false,54,Medio >15,true,true,632,Troncal >300Km,7,0,6,26,5,54,1,0,1,1,1,0,Solar Turbines,Mars 100,7,false,false
2023-09-21,9,5,Gases del Caribe,CE9046,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,58,Medio >15,true,true,71,Alto >60,true,true,474,Ramal <100Km,5,9,32,3,7,71,1,1,1,1,1,0,Solar Turbines,C15,7,false,false
2023-01-20,1,6,Gasnacer,CE7915,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,29,Medio >15,true,true,71,Alto >60,true,true,218,Regional 100-300Km,27,1,23,1,13,71,1,0,1,0,1,0,GE Oil & Gas,Taurus 60,9,false,false
2023-07-31,7,2,Efigas,CE7623,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,19,Medio >15,true,true,63,Alto >60,true,true,120,Regional 100-300Km,19,25,6,9,19,,1,1,1,1,1,1,GE Oil & Gas,Centaur 40,18,false,false
2023-02-27,2,2,Gases de la Guajira,CE0817,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,16,Medio >15,true,true,42,Medio >15,true,true,631,,16,1,0,5,28,,1,0,0,1,1,1,Siemens,C15,6,false,false
2023-02-19,2,1,Efigas,CE7861,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,4,Bajo <15,true,false,84,Alto >60,true,true,527,Ramal <100Km,19,7,27,11,2,84,1,1,1,1,1,0,Caterpillar,Mars 100,25,false,false
2023-04-02,4,1,Efigas,CE0256,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,48,Medio >15,true,true,88,Alto >60,true,true,98,Troncal >300Km,5,15,13,33,14,88,1,1,1,1,1,0,Solar Turbines,Mars 100,25,false,false
2023-08-27,8,1,Efigas,CE3122,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,-3,Sin desbalance en entrada,false,false,38,Medio >15,true,true,408,Regional 100-300Km,3,0,6,9,13,38,1,0,1,1,1,0,GE Oil & Gas,Taurus 60,28,false,false
2023-11-29,11,4,Gasnacer,CE0360,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,21,Medio >15,true,true,17,Medio >15,true,true,163,,3,0,3,0,16,,1,0,1,0,1,1,Caterpillar,Taurus 60,0,false,false
2023-11-29,11,4,Surtigas,CE0477,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,-15,Sin desbalance en entrada,false,false,126,Alto >60,true,true,619,Ramal <100Km,23,1,15,30,20,126,1,0,1,1,1,0,GE Oil & Gas,Taurus 60,3,false,false
2023-10-23,10,2,Gasnacer,CE3092,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,14,Bajo <15,true,false,42,Medio >15,true,true,151,Regional 100-300Km,22,23,2,6,2,,1,1,1,1,1,1,GE Oil & Gas,C15,22,false,false
2023-02-28,2,3,Surtigas,CE3143,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,30,Medio >15,true,true,63,Alto >60,true,true,69,Regional 100-300Km,18,6,8,0,15,63,1,1,1,0,1,0,Solar Turbines,Mars 100,26,false,false
2023-10-16,10,2,Gasnacer,CE1382,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,64,Alto >60,true,true,26,Medio >15,true,true,517,,3,2,1,22,0,,1,1,0,1,0,1,Siemens,Taurus 60,6,false,false
2023-11-29,11,4,Gases del Caribe,CE3790,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,44,Medio >15,true,true,46,Medio >15,true,true,165,Regional 100-300Km,2,26,0,5,11,46,1,1,0,1,1,0,Caterpillar,C15,17,false,false
2023-09-24,9,1,Efigas,CE6710,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,13,Bajo <15,true,false,90,Alto >60,true,true,451,Regional 100-300Km,8,7,6,11,29,90,1,1,1,1,1,0,GE Oil & Gas,Taurus 60,13,false,false
2023-08-17,8,5,Gases de la Guajira,CE6120,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,0,Sin desbalance en entrada,false,false,20,Medio >15,true,true,207,Troncal >300Km,6,4,1,3,8,,1,1,0,1,1,1,Caterpillar,Mars 100,9,false,false
2023-02-20,2,2,Gasnacer,CE1077,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,62,Alto >60,true,true,33,Medio >15,true,true,244,Ramal <100Km,1,14,8,11,7,,0,1,1,1,1,1,Solar Turbines,Mars 100,24,false,false
2023-07-14,7,6,Gases del Caribe,CE1278,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,10,Bajo <15,true,false,52,Medio >15,true,true,119,Ramal <100Km,2,6,18,21,15,,1,1,1,1,1,1,Solar Turbines,Taurus 60,11,false,false
2023-02-02,2,5,Gases del Caribe,CE6393,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,9,Bajo <15,true,false,35,Medio >15,true,true,284,Troncal >300Km,3,0,23,0,9,,1,0,1,0,1,0,Caterpillar,Mars 100,16,false,false
2023-09-01,9,6,Gases de la Guajira,CE2420,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,52,Medio >15,true,true,40,Medio >15,true,true,90,,10,10,5,2,12,40,1,1,1,1,1,0,GE Oil & Gas,Centaur 40,6,false,false
2023-04-22,4,7,Gases del Caribe,CE6531,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-11,Sin desbalance en entrada,false,false,67,Alto >60,true,true,357,Ramal <100Km,0,20,5,5,25,67,0,1,1,1,1,0,Solar Turbines,C15,18,false,false
2023-11-14,11,3,Gases del Caribe,CE6053,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,55,Medio >15,true,true,88,Alto >60,true,true,357,Regional 100-300Km,30,28,11,11,19,,1,1,1,1,1,1,Siemens,Centaur 40,1,false,false
2023-04-27,4,5,Efigas,CE6567,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,1,Bajo <15,true,false,29,Medio >15,true,true,596,Troncal >300Km,2,16,6,0,1,29,1,1,1,0,0,0,Caterpillar,Mars 100,23,false,false
2023-03-23,3,5,Gases del Caribe,CE6905,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,59,Medio >15,true,true,21,Medio >15,true,true,196,Ramal <100Km,10,0,3,2,8,,1,0,1,1,1,1,Caterpillar,Taurus 60,19,false,false
2023-03-07,3,3,Surtigas,CE6489,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,39,Medio >15,true,true,40,Medio >15,true,true,208,Troncal >300Km,11,4,0,8,30,,1,1,0,1,1,1,GE Oil & Gas,Mars 100,23,false,false
2023-01-25,1,4,Gasnacer,CE7019,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,51,Medio >15,true,true,110,Alto >60,true,true,333,Troncal >300Km,3,29,20,23,12,110,1,1,1,1,1,0,Caterpillar,Mars 100,8,false,false
2023-08-26,8,7,Efigas,CE2310,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,-13,Sin desbalance en entrada,false,false,77,Alto >60,true,true,402,,5,13,18,26,0,77,1,1,1,1,0,0,GE Oil & Gas,Centaur 40,9,false,false
2023-04-17,4,2,Gasnacer,CE2207,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,-8,Sin desbalance en entrada,false,false,54,Medio >15,true,true,93,Troncal >300Km,1,2,6,12,27,54,0,1,1,1,1,0,GE Oil & Gas,Taurus 60,18,false,false
2023-01-19,1,5,Gases del Caribe,CE7785,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,38,Medio >15,true,true,69,Alto >60,true,true,521,,31,33,7,2,19,,1,1,1,1,1,1,Solar Turbines,Centaur 40,14,false,false
2023-04-01,4,7,Surtigas,CE0024,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,RIO,Estación Riohacha,"Riohacha, LAG",LAG,44,Medio >15,true,true,40,Medio >15,true,true,551,Troncal >300Km,3,17,1,1,6,40,1,1,0,0,1,0,Solar Turbines,C15,10,false,false
2023-03-11,3,7,Surtigas,CE1071,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,24,Medio >15,true,true,49,Medio >15,true,true,373,,0,0,24,14,7,49,0,0,1,1,1,0,Caterpillar,C15,21,false,false
2023-12-17,12,1,Surtigas,CE2887,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,62,Alto >60,true,true,89,Alto >60,true,true,514,Ramal <100Km,0,23,8,12,22,89,0,1,1,1,1,0,Solar Turbines,Centaur 40,24,false,false
2023-01-17,1,3,Gasnacer,CE0977,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,2,Bajo <15,true,false,50,Medio >15,true,true,569,,0,0,27,1,18,50,0,0,1,0,1,0,Siemens,Centaur 40,2,false,false
2023-03-02,3,5,Surtigas,CE5602,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,29,Medio >15,true,true,55,Medio >15,true,true,624,Regional 100-300Km,4,7,0,16,22,55,1,1,0,1,1,0,GE Oil & Gas,Centaur 40,0,false,false
2023-09-02,9,7,Gases del Caribe,CE1332,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,-9,Sin desbalance en entrada,false,false,57,Medio >15,true,true,225,Regional 100-300Km,5,3,9,21,30,,1,1,1,1,1,1,Caterpillar,Centaur 40,29,false,false
2023-12-15,12,6,Gases del Caribe,CE7207,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,1,Bajo <15,true,false,14,Bajo <15,true,false,164,Troncal >300Km,1,3,4,4,6,,0,1,1,1,1,1,Solar Turbines,Taurus 60,16,false,false
2023-06-27,6,3,Efigas,CE1287,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,28,Medio >15,true,true,28,Medio >15,true,true,105,Regional 100-300Km,4,0,6,2,7,28,1,0,1,1,1,0,Solar Turbines,C15,14,false,false
2023-01-17,1,3,Gases de la Guajira,CE3778,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,21,Medio >15,true,true,103,Alto >60,true,true,365,Troncal >300Km,27,23,18,18,0,103,1,1,1,1,0,0,GE Oil & Gas,Taurus 60,6,false,false
2023-08-13,8,1,Gasnacer,CE8834,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,12,Bajo <15,true,false,67,Alto >60,true,true,416,Troncal >300Km,2,9,8,21,25,67,1,1,1,1,1,0,Siemens,C15,9,false,false
2023-05-08,5,2,Surtigas,CE0413,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,35,Medio >15,true,true,58,Medio >15,true,true,301,Regional 100-300Km,24,2,13,1,5,58,1,1,1,0,1,0,Solar Turbines,Taurus 60,28,false,false
2023-04-25,4,3,Efigas,CE6962,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,50,Medio >15,true,true,48,Medio >15,true,true,230,Regional 100-300Km,12,11,0,27,1,,1,1,0,1,0,1,Solar Turbines,C15,9,false,false
2023-03-30,3,5,Gases del Caribe,CE8660,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,35,Medio >15,true,true,36,Medio >15,true,true,387,,2,0,24,3,4,36,1,0,1,1,1,0,Siemens,Taurus 60,5,false,false
2023-08-11,8,6,Gasnacer,CE9641,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,23,Medio >15,true,true,34,Medio >15,true,true,194,,5,3,0,6,20,,1,1,0,1,1,0,Solar Turbines,C15,15,false,false
2023-05-30,5,3,Surtigas,CE3248,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-2,Sin desbalance en entrada,false,false,45,Medio >15,true,true,430,Ramal <100Km,10,10,21,9,9,,1,1,1,1,1,1,Solar Turbines,Mars 100,26,false,false
2023-01-09,1,2,Gases del Caribe,CE5084,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,11,Bajo <15,true,false,48,Medio >15,true,true,363,,23,6,3,9,9,,1,1,1,1,1,1,Siemens,C15,3,false,false
2023-08-07,8,2,Surtigas,CE5262,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,7,Bajo <15,true,false,22,Medio >15,true,true,100,Troncal >300Km,0,4,15,0,6,,0,1,1,0,1,1,GE Oil & Gas,Mars 100,20,false,false
2023-09-04,9,2,Gases de la Guajira,CE9807,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,-9,Sin desbalance en entrada,false,false,29,Medio >15,true,true,386,Troncal >300Km,0,0,21,0,0,29,0,0,1,0,0,0,GE Oil & Gas,Mars 100,13,false,false
2023-04-06,4,5,Surtigas,CE7836,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,18,Medio >15,true,true,103,Alto >60,true,true,196,Troncal >300Km,10,29,3,29,19,103,1,1,1,1,1,0,Solar Turbines,Centaur 40,2,false,false
2023-07-14,7,6,Gasnacer,CE7905,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,46,Medio >15,true,true,35,Medio >15,true,true,290,Ramal <100Km,15,3,3,1,9,35,1,1,1,0,1,0,Caterpillar,Taurus 60,18,false,false
2023-10-23,10,2,Gases de la Guajira,CE2036,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,-2,Sin desbalance en entrada,false,false,56,Medio >15,true,true,444,,9,11,11,1,10,56,1,1,1,0,1,0,Solar Turbines,C15,22,false,false
2023-05-04,5,5,Gasnacer,CE2911,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,12,Bajo <15,true,false,105,Alto >60,true,true,417,Regional 100-300Km,3,11,19,19,25,105,1,1,1,1,1,0,Solar Turbines,Mars 100,1,false,false
2023-12-09,12,7,Gases de la Guajira,CE3344,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,28,Medio >15,true,true,30,Medio >15,true,true,656,Troncal >300Km,13,4,10,9,1,,1,1,1,1,0,1,Caterpillar,Taurus 60,15,false,false
2023-03-07,3,3,Gases del Caribe,CE3990,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,19,Medio >15,true,true,25,Medio >15,true,true,545,Troncal >300Km,4,11,7,1,1,25,1,1,1,0,0,0,Solar Turbines,C15,17,false,false
2023-04-14,4,6,Surtigas,CE8020,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,-11,Sin desbalance en entrada,false,false,80,Alto >60,true,true,300,,25,6,25,7,0,80,1,1,1,1,0,0,Solar Turbines,Taurus 60,8,false,false
2023-12-20,12,4,Gasnacer,CE9019,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,-10,Sin desbalance en entrada,false,false,103,Alto >60,true,true,528,Troncal >300Km,0,1,24,15,30,103,0,0,1,1,1,0,Solar Turbines,Mars 100,20,false,false
2023-07-09,7,1,Gases de la Guajira,CE4642,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,18,Medio >15,true,true,95,Alto >60,true,true,380,Ramal <100Km,7,10,32,25,3,95,1,1,1,1,1,0,Solar Turbines,Taurus 60,15,false,false
2023-06-07,6,4,Efigas,CE1080,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,-8,Sin desbalance en entrada,false,false,61,Alto >60,true,true,113,Troncal >300Km,12,9,23,10,1,61,1,1,1,1,0,0,Solar Turbines,C15,9,false,false
2023-10-27,10,6,Surtigas,CE4389,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,55,Medio >15,true,true,52,Medio >15,true,true,539,Regional 100-300Km,2,28,4,2,17,,1,1,1,1,1,1,Caterpillar,Centaur 40,29,false,false
2023-10-11,10,4,Gasnacer,CE4065,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,49,Medio >15,true,true,39,Medio >15,true,true,596,Troncal >300Km,3,1,6,5,18,39,1,0,1,1,1,0,GE Oil & Gas,Taurus 60,0,false,false
2023-10-12,10,5,Gases de la Guajira,CE6984,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,2,Bajo <15,true,false,51,Medio >15,true,true,96,,2,0,25,11,10,51,1,0,1,1,1,0,Solar Turbines,C15,3,false,false
2023-07-09,7,1,Gases de la Guajira,CE2413,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,5,Bajo <15,true,false,36,Medio >15,true,true,191,Regional 100-300Km,0,4,10,1,10,36,0,1,1,0,1,0,Solar Turbines,Centaur 40,23,false,false
2023-11-14,11,3,Surtigas,CE5270,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,59,Medio >15,true,true,51,Medio >15,true,true,375,Regional 100-300Km,24,2,9,14,10,,1,1,1,1,1,1,GE Oil & Gas,Taurus 60,29,false,false
2023-02-06,2,2,Gases de la Guajira,CE4789,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,45,Medio >15,true,true,69,Alto >60,true,true,482,Troncal >300Km,25,9,12,12,7,69,1,1,1,1,1,0,Siemens,C15,11,false,false
2023-08-22,8,3,Gasnacer,CE0539,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,58,Medio >15,true,true,49,Medio >15,true,true,456,Regional 100-300Km,18,3,6,8,20,,1,1,1,1,1,1,Caterpillar,Centaur 40,28,false,false
2023-05-30,5,3,Efigas,CE4377,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,17,Medio >15,true,true,60,Medio >15,true,true,546,Regional 100-300Km,15,28,4,6,17,,1,1,1,1,1,1,GE Oil & Gas,Centaur 40,11,false,false
2023-12-26,12,3,Gasnacer,CE7252,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-10,Sin desbalance en entrada,false,false,54,Medio >15,true,true,437,Troncal >300Km,0,22,0,25,10,,0,1,0,1,1,1,Siemens,Mars 100,24,false,false
2023-10-24,10,3,Gases del Caribe,CE7468,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,51,Medio >15,true,true,79,Alto >60,true,true,532,,28,18,0,5,26,79,1,1,0,1,1,0,Caterpillar,Taurus 60,25,false,false
2023-07-12,7,4,Surtigas,CE0955,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,42,Medio >15,true,true,75,Alto >60,true,true,72,Regional 100-300Km,32,4,7,6,2,75,1,1,1,1,1,0,GE Oil & Gas,C15,1,false,false
2023-11-02,11,5,Gases de la Guajira,CE2587,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,32,Medio >15,true,true,62,Alto >60,true,true,489,Regional 100-300Km,9,31,2,23,1,,1,1,1,1,0,1,Caterpillar,Taurus 60,3,false,false
2023-02-12,2,1,Gases del Caribe,CE7203,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,1,Bajo <15,true,false,52,Medio >15,true,true,163,Troncal >300Km,15,7,27,9,3,,1,1,1,1,1,1,Solar Turbines,Taurus 60,23,false,false
2023-03-20,3,2,Efigas,CE3114,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,33,Medio >15,true,true,29,Medio >15,true,true,358,Troncal >300Km,15,2,7,1,5,,1,1,1,0,1,1,GE Oil & Gas,C15,29,false,false
2023-10-26,10,5,Gases de la Guajira,CE9721,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,11,Bajo <15,true,false,28,Medio >15,true,true,420,,1,3,13,2,7,28,0,1,1,1,1,0,GE Oil & Gas,Centaur 40,6,false,false
2023-11-25,11,7,Gases de la Guajira,CE2237,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,23,Medio >15,true,true,57,Medio >15,true,true,332,Ramal <100Km,6,3,1,2,30,57,1,1,0,1,1,0,Solar Turbines,C15,11,false,false
2023-04-25,4,3,Gases de la Guajira,CE4968,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,31,Medio >15,true,true,77,Alto >60,true,true,258,Ramal <100Km,14,5,4,15,24,77,1,1,1,1,1,0,Siemens,Mars 100,29,false,false
2023-11-19,11,1,Surtigas,CE0188,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,47,Medio >15,true,true,55,Medio >15,true,true,352,Ramal <100Km,13,9,0,8,8,55,1,1,0,1,1,0,Siemens,C15,11,false,false
2023-02-24,2,6,Gases de la Guajira,CE9344,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,31,Medio >15,true,true,39,Medio >15,true,true,402,Troncal >300Km,13,18,2,11,7,,1,1,1,1,1,1,GE Oil & Gas,Taurus 60,6,false,false
2023-11-06,11,2,Surtigas,CE6295,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,23,Medio >15,true,true,41,Medio >15,true,true,267,Troncal >300Km,13,6,7,4,17,,1,1,1,1,1,1,GE Oil & Gas,Taurus 60,10,false,false
2023-07-11,7,3,Efigas,CE4735,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,12,Bajo <15,true,false,42,Medio >15,true,true,229,Regional 100-300Km,13,9,15,0,2,42,1,1,1,0,1,0,Solar Turbines,C15,3,false,false
2023-12-29,12,6,Surtigas,CE2827,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,54,Medio >15,true,true,28,Medio >15,true,true,387,Troncal >300Km,17,5,4,2,6,,1,1,1,1,1,1,GE Oil & Gas,Taurus 60,8,false,false
2023-10-08,10,1,Surtigas,CE0393,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,-8,Sin desbalance en entrada,false,false,88,Alto >60,true,true,365,Regional 100-300Km,24,25,6,8,13,88,1,1,1,1,1,0,Caterpillar,Centaur 40,25,false,false
