fecha,temp_prom,temp_min,temp_max,precipitacion,humedad,dir_viento,vel_viento,presion,id_nodo
2023-03-04,29.4,25.1,37.1,9.6,61.7,233.0,18.1,1007.7,STM
2023-03-05,32.0,26.2,36.2,13.4,68.4,281.0,24.2,1010.9,SIN
2023-03-06,31.3,25.3,37.0,0.9,65.6,135.0,22.5,1010.4,MTR
2023-03-07,31.6,25.0,35.1,2.7,72.0,135.0,21.1,1008.0,VDP
2023-03-08,30.8,26.3,36.3,13.5,60.2,249.0,20.7,1008.3,RIO
2023-03-09,30.6,26.8,36.9,16.4,76.7,289.0,10.2,1008.4,MAM
2023-03-10,31.0,26.7,36.2,9.2,75.6,228.0,17.3,1006.1,BALLE
2023-03-11,29.9,25.9,34.5,30.1,81.9,286.0,9.1,1011.6,JOBO
2023-03-12,31.5,25.2,36.9,35.2,61.3,144.0,9.3,1004.2,BAQ
2023-03-13,30.1,25.4,36.5,23.2,61.5,42.0,6.0,1006.3,CTG
2023-03-14,32.2,26.1,36.5,4.4,59.1,164.0,22.3,1009.9,STM
2023-03-15,30.1,25.4,36.0,9.3,74.7,1.0,8.5,1006.2,SIN
2023-03-16,30.4,25.8,34.7,2.8,58.3,79.0,24.8,1009.7,MTR
2023-03-17,30.4,25.6,37.1,3.0,76.0,201.0,19.5,1009.8,VDP
2023-03-18,31.3,26.7,36.8,13.4,63.4,304.0,24.0,1006.7,RIO
2023-03-19,31.4,25.9,37.3,21.9,75.2,140.0,7.1,1005.5,MAM
2023-03-20,30.9,26.6,37.2,4.8,71.0,168.0,8.1,1005.9,BALLE
2023-03-21,30.0,25.8,36.2,0.7,76.1,242.0,6.7,1009.8,JOBO
2023-03-22,31.7,25.3,36.1,18.5,57.7,28.0,21.1,1006.0,BAQ
2023-03-23,29.6,26.5,35.7,6.8,73.7,6.0,18.0,1008.5,CTG
2023-03-24,31.2,25.5,36.6,0.1,60.9,154.0,19.1,1004.7,STM
2023-03-25,29.6,26.9,34.6,5.6,64.7,70.0,7.0,1006.5,SIN
2023-03-26,31.5,25.4,35.6,1.4,74.9,67.0,10.4,1004.5,MTR
2023-03-27,31.4,25.3,36.6,3.3,71.9,220.0,11.9,1005.8,VDP
2023-03-28,32.0,25.6,36.3,0.9,58.1,143.0,17.6,1010.5,RIO
2023-03-29,30.9,25.8,37.2,19.7,75.5,110.0,19.2,1008.4,MAM
2023-03-30,30.3,26.9,37.1,0.9,68.9,154.0,9.9,1004.6,BALLE
2023-03-31,30.3,25.9,37.1,30.6,62.1,232.0,16.9,1009.2,JOBO
2023-04-01,30.0,26.5,35.5,19.4,60.1,35.0,24.2,1005.7,BAQ
2023-04-02,31.3,25.4,37.0,1.0,71.1,244.0,14.6,1005.1,CTG
2023-04-03,31.1,26.5,36.2,6.6,59.7,316.0,6.9,1006.9,STM
2023-04-04,29.7,26.8,35.1,31.2,70.9,194.0,15.9,1012.0,SIN
2023-04-05,31.9,25.6,36.9,28.0,79.1,213.0,8.3,1006.3,MTR
2023-04-06,32.4,26.3,36.3,0.0,65.9,83.0,19.2,1005.8,VDP
2023-04-07,29.7,25.7,37.1,12.1,72.4,83.0,16.0,1010.7,RIO
2023-04-08,30.9,27.0,37.4,15.7,71.5,101.0,15.9,1004.3,MAM
2023-04-09,31.9,25.3,37.1,4.3,70.0,39.0,8.5,1004.9,BALLE
2023-04-10,31.0,26.4,37.2,8.8,63.7,8.0,20.1,1007.3,JOBO
2023-04-11,29.5,25.8,35.0,7.8,75.4,293.0,16.2,1011.9,BAQ
2023-04-12,29.5,26.8,36.6,5.6,62.4,246.0,8.6,1007.0,CTG
2023-04-13,30.0,25.6,35.7,5.5,74.0,301.0,23.2,1009.0,STM
2023-04-14,32.1,26.1,35.7,24.2,59.1,124.0,9.7,1004.5,SIN
2023-04-15,32.1,25.7,35.7,9.6,64.5,228.0,11.2,1011.1,MTR
2023-04-16,30.7,26.2,35.8,4.4,79.2,40.0,19.0,1009.9,VDP
2023-04-17,31.7,25.6,34.6,13.9,65.6,84.0,14.0,1004.3,RIO
2023-04-18,30.6,25.1,36.9,3.0,72.2,218.0,14.2,1005.6,MAM
2023-04-19,30.4,26.3,35.5,0.5,63.5,156.0,7.4,1009.4,BALLE
2023-04-20,32.3,26.0,35.0,6.0,62.0,187.0,19.7,1010.7,JOBO
2023-04-21,29.7,25.6,35.3,10.5,64.1,242.0,13.0,1004.5,BAQ
2023-04-22,31.2,26.7,36.6,2.9,76.6,105.0,24.0,1011.6,CTG
2023-04-23,30.1,26.7,35.7,1.0,72.0,147.0,9.1,1008.4,STM
2023-04-24,31.4,26.1,34.7,1.0,76.9,252.0,9.8,1007.2,SIN
2023-04-25,30.5,26.5,34.7,6.1,69.7,67.0,18.9,1007.7,MTR
2023-04-26,30.4,25.5,36.8,0.5,66.2,199.0,10.4,1010.4,VDP
2023-04-27,30.0,25.4,34.5,6.5,75.1,26.0,14.8,1006.4,RIO
2023-04-28,29.7,25.9,36.7,24.2,73.5,183.0,16.8,1008.4,MAM
2023-04-29,30.4,24.9,36.5,24.4,78.3,303.0,16.1,1006.8,BALLE
2023-04-30,30.6,26.7,36.0,2.0,76.0,5.0,19.8,1010.5,JOBO
2023-05-01,31.9,24.9,35.1,1.5,67.7,151.0,19.4,1006.5,BAQ
2023-05-02,31.2,25.1,34.5,3.9,68.9,27.0,16.9,1011.5,CTG
2023-05-03,30.3,26.1,34.2,4.8,66.4,66.0,9.2,1009.3,STM
2023-05-04,31.0,24.8,34.3,15.3,68.9,258.0,21.6,1007.5,SIN
2023-05-05,31.9,25.8,35.1,3.6,58.2,173.0,12.8,1009.4,MTR
2023-05-06,30.7,26.4,36.7,0.6,65.2,46.0,18.2,1007.6,VDP
2023-05-07,29.5,25.5,36.6,4.6,62.4,33.0,20.1,1004.8,RIO
2023-05-08,30.5,25.0,36.2,15.1,81.6,330.0,15.2,1004.4,MAM
2023-05-09,29.6,26.0,36.2,37.1,80.7,294.0,17.0,1008.8,BALLE
2023-05-10,31.8,24.6,35.6,12.0,76.8,334.0,23.6,1008.9,JOBO
2023-05-11,29.0,25.0,36.2,0.2,58.8,37.0,17.0,1006.8,BAQ
2023-05-12,31.3,24.6,36.0,7.1,59.3,332.0,16.6,1011.8,CTG
2023-05-13,30.6,26.3,35.3,16.9,71.5,281.0,20.7,1010.7,STM
2023-05-14,30.5,25.3,35.6,30.5,77.3,312.0,16.3,1004.6,SIN
2023-05-15,28.9,25.0,35.5,0.3,66.7,64.0,6.0,1005.8,MTR
2023-05-16,28.8,25.3,34.2,4.8,73.5,31.0,17.0,1005.0,VDP
2023-05-17,31.4,25.3,36.2,3.2,71.6,55.0,11.0,1009.2,RIO
2023-05-18,30.8,26.2,35.9,7.1,78.3,356.0,23.8,1011.2,MAM
2023-05-19,31.2,26.2,34.7,4.7,59.7,49.0,11.8,1004.5,BALLE
2023-05-20,28.8,25.1,34.4,6.3,78.8,274.0,10.6,1005.9,JOBO
2023-05-21,31.1,25.0,34.6,3.4,77.1,22.0,22.9,1005.4,BAQ
2023-05-22,30.2,26.2,34.1,34.2,71.2,176.0,10.1,1008.0,CTG
2023-05-23,30.4,25.5,34.8,16.2,61.9,261.0,9.9,1009.2,STM
2023-05-24,29.3,25.5,34.9,6.9,80.0,247.0,19.9,1007.5,SIN
2023-05-25,30.3,24.3,34.4,13.3,79.4,281.0,21.4,1007.7,MTR
2023-05-26,28.5,25.3,35.9,2.6,77.1,88.0,23.2,1004.9,VDP
2023-05-27,31.2,24.7,35.4,5.8,61.7,148.0,8.6,1005.0,RIO
2023-05-28,29.9,25.6,33.3,15.6,69.2,104.0,6.1,1009.9,MAM
2023-05-29,29.2,24.1,36.1,6.3,64.5,117.0,7.3,1007.4,BALLE
2023-05-30,30.7,25.5,33.2,5.6,59.1,53.0,5.5,1009.2,JOBO
2023-05-31,29.2,24.7,34.2,12.9,79.1,235.0,16.6,1008.3,BAQ
2023-06-01,29.4,25.5,34.3,4.8,76.4,216.0,17.3,1006.4,CTG
2023-06-02,29.8,25.0,34.9,5.9,70.8,180.0,20.1,1010.3,STM
2023-06-03,28.3,25.9,34.6,1.1,63.7,101.0,17.4,1011.0,SIN
2023-06-04,28.5,23.9,33.9,7.7,68.9,179.0,23.2,1009.7,MTR
2023-06-05,30.3,23.9,32.9,1.4,67.2,342.0,23.2,1010.6,VDP
2023-06-06,29.4,24.2,33.7,7.7,72.9,176.0,5.7,1010.0,RIO
2023-06-07,28.2,23.9,33.2,20.6,60.4,246.0,23.1,1007.0,MAM
2023-06-08,28.0,24.6,34.4,19.1,77.3,59.0,23.2,1009.3,BALLE
2023-06-09,28.6,25.7,34.3,2.0,58.8,216.0,20.2,1006.7,JOBO
2023-06-10,28.4,25.0,35.0,13.1,80.4,56.0,22.5,1006.9,BAQ
2023-06-11,28.5,25.0,33.2,0.7,62.3,147.0,9.9,1004.4,CTG
2023-06-12,29.0,24.7,34.9,21.8,61.3,134.0,10.6,1010.2,STM
2023-06-13,29.3,24.8,33.0,3.8,62.8,173.0,12.2,1007.5,SIN
2023-06-14,27.5,23.8,33.9,2.2,77.2,276.0,22.7,1005.3,MTR
2023-06-15,28.6,24.1,34.1,9.0,67.5,130.0,16.3,1009.2,VDP
2023-06-16,29.8,25.5,32.7,24.9,59.9,137.0,5.3,1010.2,RIO
2023-06-17,28.8,23.9,33.8,3.0,79.9,256.0,23.3,1006.3,MAM
2023-06-18,28.7,25.2,33.1,3.5,74.0,288.0,15.8,1011.6,BALLE
2023-06-19,29.8,24.4,32.9,5.8,64.0,64.0,19.6,1009.4,JOBO
2023-06-20,28.0,24.9,34.1,8.5,79.6,158.0,23.4,1008.8,BAQ
2023-06-21,29.8,24.4,32.2,16.8,70.4,285.0,24.1,1006.5,CTG
2023-06-22,27.9,24.5,34.3,19.9,73.9,274.0,6.1,1009.7,STM
2023-06-23,28.9,24.7,34.8,5.0,69.4,218.0,21.4,1008.0,SIN
2023-06-24,28.8,25.3,32.3,29.4,81.8,234.0,9.8,1008.5,MTR
2023-06-25,28.0,24.1,34.3,7.1,61.4,286.0,12.6,1004.7,VDP
2023-06-26,29.2,24.1,31.9,4.6,67.7,33.0,18.3,1009.9,RIO
2023-06-27,28.9,23.3,32.4,11.4,67.1,44.0,17.1,1004.3,MAM
2023-06-28,27.9,24.4,34.1,2.7,73.6,189.0,10.7,1006.9,BALLE
2023-06-29,29.1,24.9,34.5,4.0,59.3,214.0,12.6,1004.3,JOBO
2023-06-30,28.4,23.4,33.2,0.5,58.0,62.0,6.6,1009.5,BAQ
2023-07-01,29.3,23.4,32.6,4.2,61.8,151.0,10.9,1004.1,CTG
2023-07-02,29.0,24.3,31.8,36.0,81.3,310.0,18.0,1004.4,STM
2023-07-03,27.8,23.7,33.2,19.6,59.3,74.0,20.4,1008.0,SIN
2023-07-04,26.5,23.6,31.4,2.3,77.2,156.0,14.3,1007.9,MTR
2023-07-05,27.9,24.1,33.9,5.8,78.3,140.0,10.1,1011.3,VDP
2023-07-06,27.7,23.0,33.6,13.3,66.0,196.0,11.5,1005.5,RIO
2023-07-07,26.6,22.8,34.1,7.7,77.5,168.0,12.4,1011.9,MAM
2023-07-08,26.6,24.7,33.0,7.9,77.0,79.0,23.8,1010.9,BALLE
2023-07-09,27.4,23.4,31.9,9.3,59.3,89.0,22.6,1006.6,JOBO
2023-07-10,27.1,24.4,31.1,10.5,80.7,259.0,16.7,1007.8,BAQ
2023-07-11,26.5,23.3,33.9,9.6,81.4,252.0,6.6,1004.1,CTG
2023-07-12,26.9,23.2,31.3,28.0,71.8,141.0,7.5,1008.8,STM
2023-07-13,26.9,23.4,33.0,32.1,67.1,166.0,13.9,1010.4,SIN
2023-07-14,27.1,23.8,31.0,10.9,71.1,44.0,21.8,1007.2,MTR
2023-07-15,28.6,23.7,32.6,6.2,77.9,82.0,24.1,1009.5,VDP
2023-07-16,26.0,23.0,33.4,8.4,72.4,48.0,13.2,1005.0,RIO
2023-07-17,28.7,22.7,33.4,15.0,61.8,170.0,7.2,1009.4,MAM
2023-07-18,27.3,23.7,31.9,18.9,73.4,318.0,9.5,1008.1,BALLE
2023-07-19,26.7,24.2,32.0,8.9,69.4,125.0,10.0,1004.8,JOBO
2023-07-20,28.3,23.7,33.0,12.0,79.9,233.0,19.2,1005.0,BAQ
2023-07-21,26.4,23.8,31.1,3.9,80.8,266.0,21.2,1005.0,CTG
2023-07-22,28.1,23.8,32.1,0.3,71.8,58.0,20.9,1009.6,STM
2023-07-23,27.5,22.4,32.0,24.6,78.2,239.0,9.6,1005.4,SIN
2023-07-24,25.8,23.0,33.0,29.7,73.0,324.0,20.9,1007.3,MTR
2023-07-25,27.0,22.7,31.4,0.2,81.0,210.0,5.3,1005.3,VDP
2023-07-26,26.4,23.7,30.4,10.6,59.1,36.0,9.9,1005.5,RIO
2023-07-27,27.2,22.5,32.9,16.1,64.3,332.0,18.3,1010.5,MAM
2023-07-28,28.1,23.0,30.8,9.1,71.8,141.0,21.8,1008.3,BALLE
2023-07-29,25.2,23.7,30.7,1.7,70.3,43.0,10.3,1004.4,JOBO
2023-07-30,26.3,23.6,30.7,0.0,72.1,36.0,22.7,1011.8,BAQ
2023-07-31,26.6,23.2,30.7,10.8,65.6,181.0,22.1,1004.1,CTG
2023-08-01,26.0,22.7,32.1,2.8,78.3,162.0,17.4,1007.9,STM
2023-08-02,25.9,22.0,31.3,0.1,81.8,11.0,24.2,1011.4,SIN
2023-08-03,26.0,22.0,31.6,17.2,73.6,62.0,6.9,1009.9,MTR
2023-08-04,25.2,22.0,30.5,1.3,64.7,216.0,18.2,1011.5,VDP
2023-08-05,26.1,23.5,30.4,4.0,64.6,23.0,11.3,1011.4,RIO
2023-08-06,25.4,23.5,31.0,4.3,69.3,252.0,11.2,1007.0,MAM
2023-08-07,26.1,22.6,32.1,12.0,81.6,355.0,22.3,1007.5,BALLE
2023-08-08,26.0,22.1,29.9,0.1,81.9,157.0,7.4,1008.2,JOBO
2023-08-09,26.3,23.0,31.6,9.9,66.6,217.0,23.4,1007.2,BAQ
2023-08-10,25.8,23.0,30.8,2.4,73.7,166.0,20.9,1006.2,CTG
2023-08-11,25.1,23.0,31.7,5.1,63.1,123.0,17.5,1009.7,STM
2023-08-12,25.0,23.6,31.9,1.2,70.9,318.0,14.6,1005.3,SIN
2023-08-13,25.5,22.1,32.5,18.8,60.9,168.0,20.6,1006.0,MTR
2023-08-14,27.3,22.6,31.0,13.8,70.4,327.0,24.5,1008.7,VDP
2023-08-15,25.2,23.3,30.0,13.5,82.3,124.0,6.7,1005.5,RIO
2023-08-16,26.4,22.7,31.3,0.8,76.3,184.0,21.3,1004.8,MAM
2023-08-17,27.2,21.7,31.3,17.8,74.6,152.0,15.5,1005.2,BALLE
2023-08-18,26.5,22.9,32.2,14.9,74.2,148.0,18.9,1006.8,JOBO
2023-08-19,24.4,22.1,30.1,7.6,69.4,269.0,16.7,1006.7,BAQ
2023-08-20,25.6,22.7,30.2,35.1,64.8,8.0,24.4,1009.7,CTG
2023-08-21,24.5,23.1,29.9,34.7,78.7,298.0,16.1,1007.8,STM
2023-08-22,26.4,21.8,29.7,0.8,57.9,117.0,19.2,1005.3,SIN
2023-08-23,27.0,22.4,30.2,17.8,82.3,236.0,9.2,1011.9,MTR
2023-08-24,24.2,21.6,30.1,1.4,81.8,296.0,16.9,1010.5,VDP
2023-08-25,25.1,23.1,31.0,12.8,58.7,343.0,9.9,1010.0,RIO
2023-08-26,26.9,22.3,29.8,14.7,65.6,176.0,16.5,1006.5,MAM
2023-08-27,25.7,22.2,31.5,6.2,64.7,240.0,17.9,1010.6,BALLE
2023-08-28,26.5,22.8,29.6,20.2,71.8,242.0,6.8,1005.5,JOBO
2023-08-29,26.5,22.5,29.4,25.9,73.9,114.0,24.6,1007.7,BAQ
2023-08-30,24.6,21.4,29.5,12.1,78.1,233.0,5.1,1008.9,CTG
2023-08-31,25.0,22.0,29.1,11.3,70.2,296.0,12.0,1004.6,STM
2023-09-01,26.3,23.1,29.3,19.8,72.4,189.0,17.3,1011.7,SIN
2023-09-02,25.2,22.6,29.8,12.6,66.7,29.0,23.8,1011.7,MTR
2023-09-03,25.8,22.9,29.7,17.6,61.7,77.0,18.0,1007.6,VDP
2023-09-04,25.3,21.9,31.4,5.0,65.2,85.0,14.6,1007.0,RIO
2023-09-05,25.4,21.9,30.7,24.4,79.6,108.0,22.8,1008.5,MAM
2023-09-06,26.4,23.0,30.8,3.1,58.3,28.0,22.7,1007.8,BALLE
2023-09-07,24.8,22.1,31.5,7.8,74.2,21.0,10.4,1011.1,JOBO
2023-09-08,25.1,21.4,31.7,5.3,75.4,206.0,9.6,1007.3,BAQ
2023-09-09,24.3,23.0,30.7,20.4,72.5,356.0,15.9,1008.3,CTG
2023-09-10,23.7,22.3,29.2,4.0,76.0,143.0,19.7,1008.7,STM
2023-09-11,25.5,21.9,28.7,1.7,63.6,131.0,19.2,1008.2,SIN
2023-09-12,24.2,21.4,30.6,6.4,75.8,169.0,5.1,1009.9,MTR
2023-09-13,25.1,23.0,30.5,11.9,78.8,121.0,13.4,1004.2,VDP
2023-09-14,25.0,21.1,29.3,0.7,70.5,298.0,14.7,1005.1,RIO
2023-09-15,25.5,21.8,30.3,13.1,63.4,298.0,7.4,1010.4,MAM
2023-09-16,24.6,22.0,30.3,6.4,70.0,317.0,7.9,1005.7,BALLE
2023-09-17,24.2,22.7,29.5,33.9,82.2,124.0,8.0,1011.7,JOBO
2023-09-18,23.9,22.2,29.6,1.7,72.5,110.0,11.5,1009.4,BAQ
2023-09-19,25.7,21.5,29.3,22.0,78.4,97.0,17.6,1007.0,CTG
2023-09-20,26.3,22.9,31.0,4.5,71.7,315.0,10.3,1009.0,STM
2023-09-21,26.2,22.6,29.6,17.0,67.4,345.0,22.4,1007.9,SIN
2023-09-22,25.4,21.2,29.1,22.7,59.0,232.0,7.2,1008.4,MTR
2023-09-23,24.0,22.7,28.7,11.6,79.0,250.0,22.0,1009.0,VDP
2023-09-24,24.3,21.4,28.7,2.7,79.4,38.0,18.2,1009.3,RIO
2023-09-25,25.7,22.7,29.4,23.9,63.1,301.0,10.8,1004.7,MAM
2023-09-26,26.3,21.1,29.8,11.3,80.1,13.0,10.3,1011.9,BALLE
2023-09-27,25.4,21.8,29.7,3.3,58.9,137.0,6.9,1010.0,JOBO
2023-09-28,24.4,22.1,29.6,10.2,74.9,177.0,7.1,1011.0,BAQ
2023-09-29,26.0,21.0,30.1,17.7,81.3,170.0,5.7,1006.4,CTG
2023-09-30,25.6,22.2,28.9,19.2,69.8,336.0,22.3,1006.0,STM
2023-10-01,26.4,22.6,29.5,15.2,63.2,210.0,10.3,1011.4,SIN
2023-10-02,23.5,22.7,30.7,15.5,76.3,345.0,20.8,1008.4,MTR
2023-10-03,24.4,22.1,31.5,21.1,72.1,232.0,13.6,1008.4,VDP
2023-10-04,26.5,21.2,30.0,4.5,68.9,277.0,22.6,1005.4,RIO
2023-10-05,25.3,21.9,29.6,34.7,62.0,319.0,18.2,1004.6,MAM
2023-10-06,25.7,23.0,29.9,2.2,60.7,70.0,9.3,1004.2,BALLE
2023-10-07,23.5,22.2,31.2,30.6,71.3,63.0,24.2,1005.9,JOBO
2023-10-08,24.1,22.1,29.3,12.1,64.3,120.0,12.9,1004.7,BAQ
2023-10-09,26.1,22.7,29.6,15.3,72.8,179.0,10.6,1004.0,CTG
2023-10-10,25.9,22.7,29.8,16.2,60.7,352.0,11.1,1010.3,STM
2023-10-11,26.3,21.9,30.4,29.3,70.4,356.0,19.2,1009.8,SIN
2023-10-12,24.1,21.3,29.7,2.8,77.4,84.0,7.4,1004.3,MTR
2023-10-13,24.3,22.8,29.8,0.7,58.5,342.0,11.7,1004.5,VDP
2023-10-14,24.1,22.8,31.4,22.8,75.8,268.0,21.1,1008.0,RIO
2023-10-15,24.9,22.7,31.3,5.1,69.9,230.0,23.0,1008.0,MAM
2023-10-16,26.4,21.3,30.3,7.0,63.1,36.0,14.9,1009.2,BALLE
2023-10-17,26.5,22.4,30.2,4.9,73.7,270.0,24.8,1011.0,JOBO
2023-10-18,26.4,21.3,31.0,8.4,71.2,60.0,22.5,1010.3,BAQ
2023-10-19,24.1,22.7,30.2,34.1,77.9,48.0,11.7,1007.4,CTG
2023-10-20,25.6,22.4,31.0,0.5,72.0,114.0,15.3,1010.2,STM
2023-10-21,25.2,21.2,30.7,10.5,63.9,300.0,11.4,1010.8,SIN
2023-10-22,24.8,21.5,31.3,14.5,69.6,108.0,23.5,1010.3,MTR
2023-10-23,26.5,22.6,30.2,10.2,60.6,20.0,24.0,1006.9,VDP
2023-10-24,24.3,21.2,30.1,3.2,74.3,327.0,10.5,1010.1,RIO
2023-10-25,24.0,21.7,29.3,8.3,67.3,23.0,8.4,1004.9,MAM
2023-10-26,24.6,22.1,28.9,34.2,71.0,12.0,6.1,1006.7,BALLE
2023-10-27,26.1,22.2,31.5,11.6,63.7,269.0,18.3,1010.0,JOBO
2023-10-28,25.6,22.4,30.3,24.8,62.8,230.0,22.1,1011.0,BAQ
2023-10-29,25.1,21.7,29.5,7.6,67.7,278.0,24.8,1008.4,CTG
2023-10-30,24.4,21.7,30.8,9.9,78.3,246.0,20.4,1004.8,STM
2023-10-31,26.3,22.9,31.2,10.2,61.8,172.0,8.2,1006.4,SIN
2023-11-01,26.4,22.1,30.0,5.6,81.3,347.0,15.8,1007.7,MTR
2023-11-02,24.3,22.8,29.5,11.7,73.0,50.0,10.4,1007.4,VDP
2023-11-03,25.8,21.9,30.0,6.7,81.5,112.0,24.5,1010.7,RIO
2023-11-04,26.7,23.3,30.4,1.2,74.9,243.0,12.7,1007.6,MAM
2023-11-05,26.5,22.7,30.8,1.3,73.7,17.0,5.7,1006.9,BALLE
2023-11-06,25.0,22.2,30.9,1.7,74.8,341.0,18.3,1007.7,JOBO
2023-11-07,25.8,23.0,31.4,14.0,80.0,8.0,15.2,1009.6,BAQ
2023-11-08,27.1,21.7,30.5,2.2,74.8,71.0,6.7,1009.0,CTG
2023-11-09,26.6,22.5,30.9,15.8,61.2,105.0,19.4,1005.4,STM
2023-11-10,26.9,21.8,32.1,6.6,74.7,84.0,19.1,1009.7,SIN
2023-11-11,25.2,23.0,29.6,21.7,60.5,99.0,6.1,1010.6,MTR
2023-11-12,25.0,22.2,29.9,8.2,63.7,281.0,8.7,1010.7,VDP
2023-11-13,26.5,23.0,31.0,5.3,72.2,295.0,15.9,1007.4,RIO
2023-11-14,26.6,22.0,31.6,3.4,73.8,314.0,7.4,1005.0,MAM
2023-11-15,27.2,21.8,29.7,0.1,69.7,143.0,23.4,1004.4,BALLE
2023-11-16,27.2,22.7,31.5,14.9,67.7,91.0,21.5,1004.2,JOBO
2023-11-17,25.0,22.6,32.3,5.9,75.3,148.0,24.3,1007.1,BAQ
2023-11-18,24.5,22.3,30.7,8.7,66.4,174.0,24.8,1004.6,CTG
2023-11-19,25.8,23.2,30.9,9.1,81.1,134.0,14.9,1006.5,STM
2023-11-20,27.3,22.6,30.6,11.8,68.4,203.0,8.8,1005.1,SIN
2023-11-21,24.8,23.5,30.5,16.4,79.1,267.0,14.9,1009.9,MTR
2023-11-22,25.0,23.5,30.9,11.0,70.0,227.0,17.1,1009.7,VDP
2023-11-23,25.6,22.1,30.6,15.6,77.2,271.0,23.2,1006.4,RIO
2023-11-24,26.0,23.7,30.8,2.1,75.4,203.0,16.7,1009.7,MAM
2023-11-25,26.6,22.6,30.8,0.1,62.9,289.0,18.3,1006.8,BALLE
2023-11-26,24.9,22.6,30.6,34.0,78.3,299.0,10.9,1005.7,JOBO
2023-11-27,27.0,23.7,31.8,14.1,66.6,155.0,16.3,1004.2,BAQ
2023-11-28,27.6,22.0,32.8,5.8,60.3,346.0,10.4,1006.4,CTG
2023-11-29,26.7,22.3,32.1,20.3,60.0,89.0,13.9,1005.2,STM
2023-11-30,25.2,23.3,33.0,10.5,70.7,260.0,20.6,1009.1,SIN
2023-12-01,27.0,23.5,31.0,1.5,71.1,111.0,5.4,1010.8,MTR
2023-12-02,26.3,23.3,32.2,3.1,63.9,351.0,21.8,1009.9,VDP
2023-12-03,26.2,22.7,30.2,6.8,74.1,118.0,14.5,1005.3,RIO
2023-12-04,26.6,22.7,32.9,2.0,81.7,36.0,5.9,1005.4,MAM
2023-12-05,26.5,22.4,30.7,0.0,61.9,129.0,9.4,1006.0,BALLE
2023-12-06,26.8,23.8,32.1,2.0,75.7,324.0,22.7,1010.7,JOBO
2023-12-07,26.7,22.3,31.3,3.3,59.8,73.0,19.7,1006.0,BAQ
2023-12-08,25.4,24.2,30.8,6.2,74.1,75.0,6.2,1009.4,CTG
2023-12-09,26.4,22.8,32.5,1.4,77.1,288.0,7.3,1008.5,STM
2023-12-10,27.4,23.2,31.5,8.5,61.6,112.0,20.7,1010.3,SIN
2023-12-11,27.2,23.7,32.7,23.1,64.3,75.0,9.7,1006.0,MTR
2023-12-12,26.1,23.1,32.4,13.7,79.2,153.0,24.6,1005.6,VDP
2023-12-13,28.4,23.1,31.7,6.2,79.6,51.0,18.2,1004.8,RIO
2023-12-14,26.2,24.4,31.2,11.5,60.4,71.0,6.0,1008.9,MAM
2023-12-15,26.1,23.9,31.9,24.4,72.1,162.0,5.8,1010.5,BALLE
2023-12-16,28.4,22.7,31.4,29.8,76.5,302.0,12.1,1011.2,JOBO
2023-12-17,26.0,24.2,31.3,2.8,60.6,258.0,21.9,1006.1,BAQ
2023-12-18,27.8,23.7,32.5,28.5,61.3,49.0,21.5,1009.7,CTG
2023-12-19,28.3,23.5,32.0,38.1,74.6,316.0,6.7,1004.5,STM
2023-12-20,26.7,24.0,31.0,23.6,75.9,322.0,21.3,1007.8,SIN
2023-12-21,26.9,23.0,31.1,12.4,65.9,94.0,12.7,1008.2,MTR
2023-12-22,27.0,23.0,32.4,20.2,61.7,267.0,18.4,1009.3,VDP
2023-12-23,26.2,23.6,31.7,2.4,63.3,33.0,9.6,1006.3,RIO
2023-12-24,26.9,23.7,33.6,4.3,70.7,158.0,21.3,1009.3,MAM
2023-12-25,28.4,24.4,31.7,9.4,82.2,179.0,9.9,1007.7,BALLE
2023-12-26,27.6,24.2,33.9,21.3,57.5,150.0,8.9,1009.6,JOBO
2023-12-27,29.2,23.7,34.1,17.6,79.1,61.0,6.4,1011.2,BAQ
2023-12-28,27.8,24.6,32.3,0.9,69.8,122.0,17.7,1005.4,CTG
2023-12-29,28.9,23.9,31.6,1.3,73.2,62.0,17.5,1011.2,STM
2023-12-30,28.2,24.9,32.9,11.2,64.7,109.0,21.4,1010.3,SIN
2023-12-31,27.2,23.2,33.4,21.8,80.7,44.0,16.8,1007.4,MTR
2023-01-01,26.9,24.3,33.8,14.3,64.1,118.0,15.7,1008.3,CTG
2023-01-02,28.3,23.3,34.3,2.7,73.1,17.0,10.5,1007.5,STM
2023-01-03,27.4,24.2,33.0,8.8,69.4,357.0,21.5,1005.8,SIN
2023-01-04,28.7,25.0,33.5,29.1,71.5,114.0,22.8,1005.0,MTR
2023-01-05,28.4,24.3,33.1,21.0,74.1,197.0,17.4,1007.3,VDP
2023-01-06,28.5,24.0,34.3,0.1,71.5,4.0,12.8,1007.1,RIO
2023-01-07,27.8,24.9,34.1,0.2,58.0,345.0,15.6,1005.0,MAM
2023-01-08,28.3,23.4,32.7,6.4,81.8,236.0,7.1,1005.9,BALLE
2023-01-09,28.7,23.5,33.9,18.4,67.2,71.0,9.9,1008.5,JOBO
2023-01-10,28.7,24.7,32.4,0.0,74.2,88.0,18.6,1004.7,BAQ
2023-01-11,28.4,25.1,32.2,15.3,61.9,311.0,20.6,1009.0,CTG
2023-01-12,27.9,24.1,32.6,26.6,78.3,38.0,10.6,1010.8,STM
