fuente,fecha_despacho,dia_semana,remitente,id_unidad,interrumpido,reenrutado,nodo_entrada,ciudad_entrada,franja_horaria,desbalance_entrada,marca_desbalance_entrada,tipo_desbalance_entrada,nodo_salida,ciudad_salida,desbalance_salida,tipo_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba
gas_interrupted_12,2023-12-04,2,Gasnacer,CE3937,true,true,JOBO,"Sahagún, COR",Mañana,-11,false,,BAQ,"Barranquilla, ATL",43,,61,regional sur,18,4,6,2,8
gas_interrupted_12,2023-12-05,3,Gases del Caribe,CE6450,true,false,BALLE,"Manaure, LAG",Noche,50,true,,CTG,"Cartagena, BOL",40,,648,Ramal industrial,3,14,19,8,5
gas_interrupted_12,2023-12-06,4,Gases de la Guajira,CE3566,false,false,BALLE,"Manaure, LAG",Madrugada,13,true,,MAM,"Cartagena, BOL",70,,403,Ramal industrial,6,8,14,14,14
gas_interrupted_12,2023-12-07,5,Gases de la Guajira,CE1201,false,false,BALLE,"Manaure, LAG",Mañana,22,true,,BAQ,"Barranquilla, ATL",60,,218,Regional Sabanas,1,23,1,13,10
gas_interrupted_12,2023-12-08,6,Gases de la Guajira,CE6878,true,true,JOBO,"Sahagún, COR",Tarde,63,true,,BAQ,"Barranquilla, ATL",45,,239,Troncal principal,25,2,0,4,2
gas_interrupted_12,2023-12-09,7,Gases de la Guajira,CE1551,true,false,JOBO,"Sahagún, COR",Tarde,45,true,,BAQ,"Barranquilla, ATL",24,,455,Ramal industrial,0,13,1,5,6
gas_interrupted_12,2023-12-10,1,Surtigas,CE1892,false,false,JOBO,"Sahagún, COR",Tarde,6,true,,MTR,"Montería, COR",53,,67,Troncal principal,0,8,33,12,2
gas_interrupted_12,2023-12-11,2,Gasnacer,CE2656,false,false,BALLE,"Manaure, LAG",Tarde,-1,false,,RIO,"Riohacha, LAG",44,,626,RAMAL urbano,1,4,3,27,10
gas_interrupted_12,2023-12-12,3,Gases del Caribe,CE7259,true,false,JOBO,"Sahagún, COR",Madrugada,-2,false,,CTG,"Cartagena, BOL",27,,551,Regional Sabanas,3,5,5,0,9
gas_interrupted_12,2023-12-13,4,,CE0604,true,true,BALLE,"Manaure, LAG",Tarde,58,true,,MAM,"Cartagena, BOL",43,,160,troncal norte,6,21,1,14,18
gas_interrupted_12,2023-12-14,5,Efigas,CE3526,false,false,BALLE,"Manaure, LAG",Madrugada,63,true,,MAM,"Cartagena, BOL",61,,639,Ramal industrial,32,22,7,0,0
gas_interrupted_12,2023-12-15,6,Gases del Caribe,CE6951,true,false,JOBO,"Sahagún, COR",Tarde,30,true,,MAM,"Cartagena, BOL",38,,479,ductos varios,3,3,37,7,3
gas_interrupted_12,2023-12-16,7,Gasnacer,CE4963,false,false,BALLE,"Manaure, LAG",Noche,0,false,,VDP,"Valledupar, CES",72,,397,regional sur,6,30,13,24,12
gas_interrupted_12,2023-12-17,1,Surtigas,CE0051,false,false,JOBO,"Sahagún, COR",Madrugada,63,true,,RIO,"Riohacha, LAG",60,,325,RAMAL urbano,11,9,9,4,10
gas_interrupted_12,2023-12-18,2,Gases de la Guajira,CE0410,true,true,BALLE,"Manaure, LAG",Noche,33,true,,CTG,"Cartagena, BOL",156,,313,regional sur,39,13,19,15,18
gas_interrupted_12,2023-12-19,3,Gases de la Guajira,CE9075,false,false,JOBO,"Sahagún, COR",Madrugada,56,true,,STM,"Santa Marta, MAG",96,,505,regional sur,1,5,25,18,21
gas_interrupted_12,2023-12-20,4,Surtigas,CE3671,true,false,JOBO,"Sahagún, COR",Noche,13,true,,BAQ,"Barranquilla, ATL",62,,425,regional sur,14,7,28,9,20
gas_interrupted_12,2023-12-21,5,Gases del Caribe,CE2754,true,false,BALLE,"Manaure, LAG",Mañana,-8,false,,MAM,"Cartagena, BOL",59,,612,Regional Sabanas,3,1,0,12,24
gas_interrupted_12,2023-12-22,6,Gases del Caribe,CE6331,true,false,BALLE,"Manaure, LAG",Mañana,20,true,,CTG,"Cartagena, BOL",14,,254,Troncal principal,0,7,0,3,1
gas_interrupted_12,2023-12-23,7,Gases de la Guajira,CE8950,true,false,JOBO,"Sahagún, COR",Madrugada,35,true,,MAM,"Cartagena, BOL",56,,426,ductos varios,17,0,11,7,5
gas_interrupted_12,2023-12-24,1,Gases del Caribe,CE0046,false,false,BALLE,"Manaure, LAG",Madrugada,20,true,,SIN,"Sincelejo, SUC",47,,140,RAMAL urbano,8,4,4,20,0
gas_interrupted_12,2023-12-25,2,Efigas,CE3673,true,false,BALLE,"Manaure, LAG",Mañana,-10,false,,MAM,"Cartagena, BOL",79,,169,ductos varios,11,7,4,3,29
gas_interrupted_12,2023-12-26,3,Gases de la Guajira,CE9958,true,false,BALLE,"Manaure, LAG",Mañana,59,true,,MAM,"Cartagena, BOL",44,,438,RAMAL urbano,4,7,7,4,14
gas_interrupted_12,2023-12-27,4,Efigas,CE4143,true,true,JOBO,"Sahagún, COR",Noche,18,true,,STM,"Santa Marta, MAG",40,,429,Regional Sabanas,16,6,7,0,6
gas_interrupted_12,2023-12-28,5,Gases del Caribe,CE6418,true,false,BALLE,"Manaure, LAG",Madrugada,32,true,,MAM,"Cartagena, BOL",43,,358,troncal norte,12,8,23,1,5
gas_interrupted_12,2023-12-29,6,Surtigas,CE2235,false,true,JOBO,"Sahagún, COR",Madrugada,46,true,,RIO,"Riohacha, LAG",18,,399,ductos varios,4,6,0,0,12
gas_interrupted_12,2023-12-30,7,Surtigas,CE8573,false,false,BALLE,"Manaure, LAG",Noche,40,true,,STM,"Santa Marta, MAG",59,,103,Troncal principal,4,32,14,8,15
gas_interrupted_12,2023-12-31,1,Gases de la Guajira,CE2848,false,true,JOBO,"Sahagún, COR",Madrugada,5,true,,,"Santa Marta, MAG",57,,175,Troncal principal,22,1,14,4,1
gas_interrupted_1,2023-01-01,1,Gases del Caribe,CE2266,true,false,JOBO,"Sahagún, COR",Noche,52,true,,STM,"Santa Marta, MAG",50,,470,regional sur,11,3,23,1,1
gas_interrupted_1,2023-01-02,2,Gases del Caribe,CE1591,true,false,JOBO,"Sahagún, COR",Mañana,-15,false,,MTR,"Montería, COR",48,,221,troncal norte,1,26,0,23,6
gas_interrupted_1,2023-01-03,3,Gases del Caribe,CE2380,true,true,JOBO,"Sahagún, COR",Mañana,62,true,,VDP,"Valledupar, CES",64,,364,ductos varios,16,23,10,14,2
gas_interrupted_1,2023-01-04,4,Gases del Caribe,CE4940,false,false,BALLE,"Manaure, LAG",Madrugada,49,true,,VDP,"Valledupar, CES",27,,155,troncal norte,0,25,1,0,0
gas_interrupted_1,2023-01-05,5,Efigas,CE3796,true,false,JOBO,"Sahagún, COR",Tarde,11,true,,RIO,"Riohacha, LAG",60,,532,Troncal principal,19,2,32,2,0
gas_interrupted_1,2023-01-06,6,Efigas,CE7888,false,false,JOBO,"Sahagún, COR",Madrugada,27,true,,STM,"Santa Marta, MAG",55,,289,RAMAL urbano,1,26,11,8,3
gas_interrupted_1,2023-01-07,7,Gases de la Guajira,CE4271,true,false,BALLE,"Manaure, LAG",Mañana,-5,false,,VDP,"Valledupar, CES",66,,594,regional sur,16,2,25,6,10
gas_interrupted_1,2023-01-08,1,Gasnacer,CE1084,true,false,JOBO,"Sahagún, COR",Noche,30,true,,BAQ,"Barranquilla, ATL",40,,205,troncal norte,11,6,0,7,7
gas_interrupted_1,2023-01-09,2,Gases del Caribe,CE6686,true,false,JOBO,"Sahagún, COR",Madrugada,56,true,,VDP,"Valledupar, CES",70,,557,Regional Sabanas,8,4,6,10,25
gas_interrupted_1,2023-01-10,3,Gases de la Guajira,CE8569,true,true,BALLE,"Manaure, LAG",Tarde,9,true,,MAM,"Cartagena, BOL",20,,619,Troncal principal,2,16,1,0,9
gas_interrupted_1,2023-01-11,4,Gases de la Guajira,CE7653,false,false,BALLE,"Manaure, LAG",Mañana,56,true,,MTR,"Montería, COR",45,,72,troncal norte,12,1,16,2,1
gas_interrupted_1,2023-01-12,5,Efigas,CE4376,false,false,JOBO,"Sahagún, COR",Madrugada,34,true,,SIN,"Sincelejo, SUC",45,,435,Regional Sabanas,12,0,14,5,4
gas_interrupted_1,2023-01-13,6,Gases de la Guajira,CE3549,false,true,BALLE,"Manaure, LAG",Mañana,54,true,,VDP,"Valledupar, CES",57,,194,troncal norte,1,30,4,36,0
gas_interrupted_1,2023-01-14,7,Gases del Caribe,CE9678,false,false,BALLE,"Manaure, LAG",Mañana,57,true,,RIO,"Riohacha, LAG",38,,623,troncal norte,1,7,15,1,18
gas_interrupted_1,2023-01-15,1,Gases del Caribe,CE5595,true,false,BALLE,"Manaure, LAG",Madrugada,45,true,,VDP,"Valledupar, CES",90,,168,RAMAL urbano,14,8,20,0,19
gas_interrupted_1,2023-01-16,2,Efigas,CE2426,true,false,BALLE,"Manaure, LAG",Tarde,24,true,,RIO,"Riohacha, LAG",73,,284,RAMAL urbano,8,1,31,5,12
gas_interrupted_1,2023-01-17,3,Efigas,CE7735,false,false,JOBO,"Sahagún, COR",Noche,43,true,,MAM,"Cartagena, BOL",53,,85,regional sur,14,19,8,8,4
gas_interrupted_1,2023-01-18,4,Gases del Caribe,CE2513,true,true,BALLE,"Manaure, LAG",Madrugada,47,true,,VDP,"Valledupar, CES",37,,443,regional sur,3,11,22,3,1
gas_interrupted_1,2023-01-19,5,Surtigas,CE8906,false,false,JOBO,"Sahagún, COR",Tarde,38,true,,STM,"Santa Marta, MAG",17,,611,regional sur,8,8,0,4,2
gas_interrupted_1,2023-01-20,6,Gases del Caribe,CE9243,true,true,JOBO,"Sahagún, COR",Noche,30,true,,BAQ,"Barranquilla, ATL",27,,476,troncal norte,2,0,3,6,9
gas_interrupted_1,2023-01-21,7,Surtigas,CE0802,true,true,JOBO,"Sahagún, COR",Noche,14,true,,MTR,"Montería, COR",56,,576,Ramal industrial,6,21,4,14,0
gas_interrupted_1,2023-01-22,1,Gases del Caribe,CE5772,false,true,JOBO,"Sahagún, COR",Mañana,39,true,,RIO,"Riohacha, LAG",61,,95,Troncal principal,0,9,1,25,18
gas_interrupted_1,2023-01-23,2,Gases del Caribe,CE9124,true,true,BALLE,"Manaure, LAG",Noche,14,true,,RIO,"Riohacha, LAG",46,,104,Troncal principal,9,18,10,4,22
gas_interrupted_1,2023-01-24,3,Gasnacer,CE1656,true,false,JOBO,"Sahagún, COR",Mañana,28,true,,MTR,"Montería, COR",52,,345,regional sur,21,6,8,17,2
gas_interrupted_1,2023-01-25,4,Surtigas,CE2166,true,false,JOBO,"Sahagún, COR",Mañana,4,true,,BAQ,"Barranquilla, ATL",11,,301,troncal norte,5,0,2,0,4
gas_interrupted_1,2023-01-26,5,Gasnacer,CE4277,true,false,JOBO,"Sahagún, COR",Tarde,10,true,,STM,"Santa Marta, MAG",42,,158,Ramal industrial,12,3,12,11,2
gas_interrupted_1,2023-01-27,6,Gases del Caribe,CE1734,true,false,BALLE,"Manaure, LAG",Noche,-15,false,,MTR,"Montería, COR",63,,656,Troncal principal,19,23,1,1,4
gas_interrupted_1,2023-01-28,7,Gases de la Guajira,CE8465,false,true,JOBO,"Sahagún, COR",Tarde,15,true,,VDP,"Valledupar, CES",31,,646,Regional Sabanas,6,1,6,21,3
gas_interrupted_1,2023-01-29,1,Efigas,CE7628,true,false,BALLE,"Manaure, LAG",Madrugada,-8,false,,VDP,"Valledupar, CES",21,,211,Ramal industrial,21,0,5,2,1
gas_interrupted_1,2023-01-30,2,Gases del Caribe,CE1426,true,false,BALLE,"Manaure, LAG",Tarde,60,true,,CTG,"Cartagena, BOL",72,,203,troncal norte,8,2,17,4,24
gas_interrupted_1,2023-01-31,3,Surtigas,CE8094,false,false,JOBO,"Sahagún, COR",Mañana,-14,false,,MAM,"Cartagena, BOL",41,,292,Troncal principal,7,22,24,0,2
gas_interrupted_2,2023-02-01,4,Surtigas,CE4318,true,false,BALLE,"Manaure, LAG",Madrugada,-1,false,,CTG,"Cartagena, BOL",35,,619,ductos varios,13,0,4,16,0
gas_interrupted_2,2023-02-02,5,Gases de la Guajira,CE1917,true,true,BALLE,"Manaure, LAG",Madrugada,43,true,,SIN,"Sincelejo, SUC",58,,536,troncal norte,2,16,13,20,8
gas_interrupted_2,2023-02-03,6,Gases del Caribe,CE5827,true,false,JOBO,"Sahagún, COR",Noche,11,true,,BAQ,"Barranquilla, ATL",47,,229,troncal norte,26,1,1,18,16
gas_interrupted_2,2023-02-04,7,Gases de la Guajira,CE2403,true,false,JOBO,"Sahagún, COR",Mañana,-1,false,,STM,"Santa Marta, MAG",48,,179,regional sur,9,7,7,5,12
gas_interrupted_2,2023-02-05,1,Gases de la Guajira,CE9512,true,false,BALLE,"Manaure, LAG",Noche,24,true,,MAM,"Cartagena, BOL",39,,78,regional sur,11,0,12,30,0
gas_interrupted_2,2023-02-06,2,Gases de la Guajira,CE8479,true,false,JOBO,"Sahagún, COR",Noche,-7,false,,CTG,"Cartagena, BOL",67,,567,regional sur,19,0,12,12,5
gas_interrupted_2,2023-02-07,3,Gases del Caribe,CE5560,true,true,JOBO,"Sahagún, COR",Madrugada,28,true,,MAM,"Cartagena, BOL",90,,548,Regional Sabanas,25,1,21,0,22
gas_interrupted_2,2023-02-08,4,Gases del Caribe,CE5999,false,false,BALLE,"Manaure, LAG",Mañana,31,true,,BAQ,"Barranquilla, ATL",18,,78,Troncal principal,4,7,0,3,4
gas_interrupted_2,2023-02-09,5,Efigas,CE0675,true,true,BALLE,"Manaure, LAG",Noche,52,true,,SIN,"Sincelejo, SUC",40,,464,Ramal industrial,8,1,9,20,2
gas_interrupted_2,2023-02-10,6,Gases de la Guajira,CE2238,true,false,BALLE,"Manaure, LAG",Noche,59,true,,STM,"Santa Marta, MAG",19,,544,Regional Sabanas,17,1,2,0,0
gas_interrupted_2,2023-02-11,7,Gases de la Guajira,CE6252,true,false,BALLE,"Manaure, LAG",Noche,44,true,,STM,"Santa Marta, MAG",80,,649,troncal norte,5,19,2,32,12
gas_interrupted_2,2023-02-12,1,Gases del Caribe,CE0072,true,false,JOBO,"Sahagún, COR",Mañana,4,true,,BAQ,"Barranquilla, ATL",62,,103,troncal norte,3,1,20,8,19
gas_interrupted_2,2023-02-13,2,Gases de la Guajira,CE1289,false,false,JOBO,"Sahagún, COR",Madrugada,-12,false,,STM,"Santa Marta, MAG",25,,513,Regional Sabanas,3,7,4,2,6
gas_interrupted_2,2023-02-14,3,Efigas,CE3842,false,false,BALLE,"Manaure, LAG",Madrugada,16,true,,MTR,"Montería, COR",63,,470,Regional Sabanas,17,21,0,0,12
gas_interrupted_2,2023-02-15,4,Gases de la Guajira,CE6537,true,true,JOBO,"Sahagún, COR",Mañana,-8,false,,BAQ,"Barranquilla, ATL",50,,371,regional sur,14,28,8,0,11
gas_interrupted_2,2023-02-16,5,Gases del Caribe,CE9160,true,true,BALLE,"Manaure, LAG",Noche,8,true,,MAM,"Cartagena, BOL",37,,241,Ramal industrial,13,3,10,3,15
gas_interrupted_2,2023-02-17,6,Gases del Caribe,CE4858,true,false,JOBO,"Sahagún, COR",Mañana,40,true,,MTR,"Montería, COR",60,,169,Regional Sabanas,10,20,0,8,9
gas_interrupted_2,2023-02-18,7,Gasnacer,CE8273,true,false,JOBO,"Sahagún, COR",Madrugada,25,true,,VDP,"Valledupar, CES",58,,363,RAMAL urbano,3,2,21,3,18
gas_interrupted_2,2023-02-19,1,Gasnacer,CE7348,true,true,BALLE,"Manaure, LAG",Mañana,50,true,,CTG,"Cartagena, BOL",9,,200,Troncal principal,2,1,0,0,8
gas_interrupted_2,2023-02-20,2,Surtigas,CE7047,false,false,BALLE,"Manaure, LAG",Mañana,32,true,,CTG,"Cartagena, BOL",46,,367,ductos varios,1,7,0,26,1
gas_interrupted_2,2023-02-21,3,Gases del Caribe,CE3649,false,true,JOBO,"Sahagún, COR",Mañana,15,true,,SIN,"Sincelejo, SUC",86,,391,Ramal industrial,9,5,27,3,32
gas_interrupted_2,2023-02-22,4,Gases de la Guajira,CE1369,true,true,JOBO,"Sahagún, COR",Noche,-5,false,,MTR,"Montería, COR",102,,332,troncal norte,30,31,8,0,13
gas_interrupted_2,2023-02-23,5,Gases del Caribe,CE3209,true,false,JOBO,"Sahagún, COR",Madrugada,37,true,,STM,"Santa Marta, MAG",34,,215,RAMAL urbano,2,0,23,5,12
gas_interrupted_2,2023-02-24,6,Gases de la Guajira,CE6086,false,false,BALLE,"Manaure, LAG",Tarde,61,true,,MTR,"Montería, COR",55,,362,Ramal industrial,33,2,7,9,8
gas_interrupted_2,2023-02-25,7,Gases de la Guajira,CE9789,true,false,JOBO,"Sahagún, COR",Madrugada,60,true,,CTG,"Cartagena, BOL",80,,359,troncal norte,0,14,3,11,27
gas_interrupted_2,2023-02-26,1,Gases del Caribe,CE5668,true,false,BALLE,"Manaure, LAG",Mañana,13,true,,STM,"Santa Marta, MAG",74,,217,Ramal industrial,10,24,0,1,20
gas_interrupted_2,2023-02-27,2,Surtigas,CE6884,false,true,BALLE,"Manaure, LAG",Noche,2,true,,SIN,"Sincelejo, SUC",52,,509,Regional Sabanas,3,13,6,17,16
gas_interrupted_2,2023-02-28,3,Gases de la Guajira,CE3456,true,false,BALLE,"Manaure, LAG",Mañana,10,true,,MTR,"Montería, COR",62,,560,Ramal industrial,3,31,9,3,14
gas_interrupted_3,2023-03-01,4,Gases del Caribe,CE7752,false,true,JOBO,"Sahagún, COR",Mañana,-4,false,,CTG,"Cartagena, BOL",48,,365,Troncal principal,10,5,1,9,11
gas_interrupted_3,2023-03-02,5,Surtigas,CE7070,false,true,BALLE,"Manaure, LAG",Madrugada,0,false,,RIO,"Riohacha, LAG",64,,102,troncal norte,13,5,25,0,4
gas_interrupted_3,2023-03-03,6,Gases de la Guajira,CE0500,false,false,BALLE,"Manaure, LAG",Madrugada,64,true,,SIN,"Sincelejo, SUC",59,,369,Troncal principal,7,6,14,8,5
gas_interrupted_3,2023-03-04,7,Gasnacer,CE4484,true,false,BALLE,"Manaure, LAG",Noche,-2,false,,STM,"Santa Marta, MAG",89,,576,RAMAL urbano,13,12,7,10,28
gas_interrupted_3,2023-03-05,1,Surtigas,CE9384,true,false,JOBO,"Sahagún, COR",Noche,-15,false,,STM,"Santa Marta, MAG",24,,318,Ramal industrial,4,3,0,7,4
gas_interrupted_3,2023-03-06,2,Gases del Caribe,CE8306,false,false,JOBO,"Sahagún, COR",Mañana,57,true,,SIN,"Sincelejo, SUC",62,,552,regional sur,0,21,1,10,31
gas_interrupted_3,2023-03-07,3,Gases de la Guajira,CE6992,false,false,BALLE,"Manaure, LAG",Noche,9,true,,STM,"Santa Marta, MAG",39,,179,Ramal industrial,24,0,4,0,6
gas_interrupted_3,2023-03-08,4,Surtigas,CE9473,true,false,BALLE,"Manaure, LAG",Noche,29,true,,VDP,"Valledupar, CES",41,,282,RAMAL urbano,14,2,7,28,7
gas_interrupted_3,2023-03-09,5,Efigas,CE8461,true,false,BALLE,"Manaure, LAG",Madrugada,36,true,,VDP,"Valledupar, CES",72,,129,RAMAL urbano,9,5,16,21,2
gas_interrupted_3,2023-03-10,6,Gasnacer,CE5987,true,false,JOBO,"Sahagún, COR",Tarde,49,true,,MTR,"Montería, COR",99,,134,Troncal principal,14,24,7,16,13
gas_interrupted_3,2023-03-11,7,Gasnacer,CE2428,false,false,JOBO,"Sahagún, COR",Mañana,33,true,,MAM,"Cartagena, BOL",48,,469,RAMAL urbano,2,6,2,17,9
gas_interrupted_3,2023-03-12,1,Efigas,CE2457,true,false,JOBO,"Sahagún, COR",Mañana,62,true,,CTG,"Cartagena, BOL",60,,496,RAMAL urbano,0,0,4,19,34
gas_interrupted_3,2023-03-13,2,Gasnacer,CE8375,true,false,JOBO,"Sahagún, COR",Madrugada,17,true,,VDP,"Valledupar, CES",34,,312,troncal norte,13,13,4,0,7
gas_interrupted_3,2023-03-14,3,Surtigas,CE0900,true,true,BALLE,"Manaure, LAG",Noche,49,true,,BAQ,"Barranquilla, ATL",52,,556,Regional Sabanas,10,8,7,5,20
gas_interrupted_3,2023-03-15,4,Gases del Caribe,CE1918,false,true,JOBO,"Sahagún, COR",Tarde,23,true,,BAQ,"Barranquilla, ATL",14,,442,ductos varios,4,1,3,3,2
gas_interrupted_3,2023-03-16,5,Gasnacer,CE3978,true,false,BALLE,"Manaure, LAG",Noche,-5,false,,MTR,"Montería, COR",36,,511,Ramal industrial,6,22,2,6,5
gas_interrupted_3,2023-03-17,6,Gasnacer,CE0239,true,false,BALLE,"Manaure, LAG",Noche,15,true,,VDP,"Valledupar, CES",64,,208,Troncal principal,5,18,7,29,0
gas_interrupted_3,2023-03-18,7,Surtigas,CE6196,true,false,JOBO,"Sahagún, COR",Mañana,22,true,,MTR,"Montería, COR",18,,234,Regional Sabanas,0,4,1,0,12
gas_interrupted_3,2023-03-19,1,Gases de la Guajira,CE4763,true,false,JOBO,"Sahagún, COR",Tarde,43,true,,RIO,"Riohacha, LAG",52,,533,Ramal industrial,1,20,7,11,11
gas_interrupted_3,2023-03-20,2,Gasnacer,CE5009,true,false,JOBO,"Sahagún, COR",Madrugada,34,true,,VDP,"Valledupar, CES",68,,600,regional sur,21,6,12,8,2
gas_interrupted_3,2023-03-21,3,Gases de la Guajira,CE6347,true,false,BALLE,"Manaure, LAG",Tarde,52,true,,SIN,"Sincelejo, SUC",37,,515,Ramal industrial,16,16,4,10,0
gas_interrupted_3,2023-03-22,4,Gases de la Guajira,CE9278,false,false,BALLE,"Manaure, LAG",Madrugada,53,true,,MTR,"Montería, COR",24,,71,Troncal principal,5,11,2,1,0
gas_interrupted_3,2023-03-23,5,Surtigas,CE2579,false,true,BALLE,"Manaure, LAG",Mañana,47,true,,MTR,"Montería, COR",45,,618,regional sur,3,0,5,29,2
gas_interrupted_3,2023-03-24,6,Gases de la Guajira,CE0662,true,false,BALLE,"Manaure, LAG",Madrugada,-10,false,,BAQ,"Barranquilla, ATL",37,,489,troncal norte,10,0,8,4,3
gas_interrupted_3,2023-03-25,7,Efigas,CE2933,false,false,JOBO,"Sahagún, COR",Mañana,36,true,,STM,"Santa Marta, MAG",27,,434,Regional Sabanas,4,4,11,3,6
gas_interrupted_3,2023-03-26,1,Gases del Caribe,CE5539,true,false,JOBO,"Sahagún, COR",Tarde,43,true,,RIO,"Riohacha, LAG",27,,78,Troncal principal,11,7,3,6,2
gas_interrupted_3,2023-03-27,2,Efigas,CE5916,false,false,JOBO,"Sahagún, COR",Mañana,-3,false,,MAM,"Cartagena, BOL",26,,115,troncal norte,10,0,8,1,6
gas_interrupted_3,2023-03-28,null,Gases del Caribe,CE2718,false,false,JOBO,"Sahagún, COR",Mañana,8,true,,MTR,"Montería, COR",29,,120,troncal norte,14,2,6,3,2
gas_interrupted_3,2023-03-29,4,Surtigas,CE9481,true,false,BALLE,"Manaure, LAG",Madrugada,27,true,,RIO,"Riohacha, LAG",81,,414,Regional Sabanas,26,34,0,5,16
gas_interrupted_3,2023-03-30,5,Gases de la Guajira,CE8688,true,false,,"Manaure, LAG",Mañana,10,true,,STM,"Santa Marta, MAG",91,,403,troncal norte,28,1,12,6,16
gas_interrupted_3,2023-03-31,6,Gasnacer,CE5258,true,false,BALLE,"Manaure, LAG",Mañana,60,true,,CTG,"Cartagena, BOL",59,,243,Regional Sabanas,15,13,14,2,9
gas_interrupted_4,2023-04-01,7,Gasnacer,CE1,true,false,JOBO,"Sahagún, COR",Noche,-6,false,,RIO,"Riohacha, LAG",31,,207,troncal norte,4,3,0,1,18
gas_interrupted_4,2023-04-02,1,Efigas,CE8913,false,true,JOBO,"Sahagún, COR",Noche,1,true,,RIO,"Riohacha, LAG",131,,182,RAMAL urbano,30,6,25,6,25
gas_interrupted_4,2023-04-03,2,,CE3281,false,false,JOBO,"Sahagún, COR",Mañana,49,true,,MTR,"Montería, COR",29,,109,Regional Sabanas,5,0,6,1,12
gas_interrupted_4,2023-04-04,3,Gasnacer,CE7082,true,true,BALLE,"Manaure, LAG",Mañana,6,true,,CTG,"Cartagena, BOL",24,,399,Troncal principal,2,0,8,2,8
gas_interrupted_4,2023-04-05,4,Surtigas,CE6749,true,false,JOBO,"Sahagún, COR",Mañana,61,true,,BAQ,"Barranquilla, ATL",185,,266,Troncal principal,17,31,21,36,24
gas_interrupted_4,2023-04-06,5,Gasnacer,CE5276,false,false,JOBO,"Sahagún, COR",Noche,43,true,,MTR,"Montería, COR",59,,335,troncal norte,6,2,27,4,5
gas_interrupted_4,2023-04-07,6,Gasnacer,CE5962,true,true,BALLE,"Manaure, LAG",Madrugada,31,true,,CTG,"Cartagena, BOL",45,,393,ductos varios,8,13,21,1,9
gas_interrupted_4,2023-04-08,7,Efigas,CE5936,true,false,JOBO,"Sahagún, COR",Madrugada,61,true,,CTG,"Cartagena, BOL",91,,312,Ramal industrial,21,20,25,1,2
gas_interrupted_4,2023-04-09,1,Efigas,CE7567,false,false,JOBO,"Sahagún, COR",Mañana,1,true,,VDP,"Valledupar, CES",10,,97,Ramal industrial,3,2,0,3,1
gas_interrupted_4,2023-04-10,2,Surtigas,CE5356,true,false,JOBO,"Sahagún, COR",Noche,23,true,,MAM,"Cartagena, BOL",34,,142,regional sur,1,2,8,8,10
gas_interrupted_4,2023-04-11,3,Gases de la Guajira,CE2189,true,false,BALLE,"Manaure, LAG",Noche,15,true,,MTR,"Montería, COR",126,,580,troncal norte,29,3,35,20,9
gas_interrupted_4,2023-04-12,4,Gases de la Guajira,CE0219,false,false,BALLE,"Manaure, LAG",Noche,11,true,,SIN,"Sincelejo, SUC",32,,374,ductos varios,3,12,2,2,3
gas_interrupted_4,2023-04-13,5,Efigas,CE2953,true,false,BALLE,"Manaure, LAG",Madrugada,11,true,,MAM,"Cartagena, BOL",38,,325,regional sur,4,7,9,16,3
gas_interrupted_4,2023-04-14,6,Gases del Caribe,CE3165,true,false,JOBO,"Sahagún, COR",Mañana,-3,false,,VDP,"Valledupar, CES",39,,67,Ramal industrial,0,17,0,19,2
gas_interrupted_4,2023-04-15,7,Efigas,CE3206,true,true,BALLE,"Manaure, LAG",Tarde,-11,false,,MTR,"Montería, COR",28,,623,troncal norte,7,7,1,0,6
gas_interrupted_4,2023-04-16,1,Efigas,CE6380,true,false,JOBO,"Sahagún, COR",Noche,54,true,,MTR,"Montería, COR",8,,139,regional sur,0,1,1,2,3
gas_interrupted_4,2023-04-17,2,Gasnacer,CE7300,false,false,BALLE,"Manaure, LAG",Mañana,60,true,,BAQ,"Barranquilla, ATL",36,,477,Regional Sabanas,12,10,4,13,8
gas_interrupted_4,2023-04-18,3,Gasnacer,CE1791,false,false,JOBO,"Sahagún, COR",Noche,61,true,,BAQ,"Barranquilla, ATL",26,,225,ductos varios,3,3,0,12,9
gas_interrupted_4,2023-04-19,4,Gases de la Guajira,CE5155,true,true,JOBO,"Sahagún, COR",Mañana,27,true,,MAM,"Cartagena, BOL",43,,398,Ramal industrial,2,22,2,2,27
gas_interrupted_4,2023-04-20,5,Gases del Caribe,CE7551,true,false,BALLE,"Manaure, LAG",Madrugada,60,true,,RIO,"Riohacha, LAG",79,,138,Troncal principal,22,0,2,30,22
gas_interrupted_4,2023-04-21,6,Surtigas,CE0528,true,false,JOBO,"Sahagún, COR",Tarde,-12,false,,MTR,"Montería, COR",40,,363,Ramal industrial,4,0,8,25,4
gas_interrupted_4,2023-04-22,7,Efigas,CE4125,true,false,JOBO,"Sahagún, COR",Tarde,22,true,,MAM,"Cartagena, BOL",25,,76,ductos varios,15,0,3,9,0
gas_interrupted_4,2023-04-23,1,Gases del Caribe,CE2926,false,false,BALLE,"Manaure, LAG",Tarde,50,true,,STM,"Santa Marta, MAG",21,,381,Ramal industrial,0,5,1,0,18
