fuente,fecha_despacho,dia_semana,remitente,id_unidad,nodo_entrada,ciudad_entrada,franja_horaria,desbalance_entrada,marca_desbalance_entrada,tipo_desbalance_entrada,nodo_salida,ciudad_salida,desbalance_salida,tipo_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba,fabricante,modelo,antiguedad_unidd
gas_flows_10,2023-10-29,1,Efigas,CE0027,JOBO,"Sahagún, COR",Mañana,37,true,,MAM,"Cartagena, BOL",56,,475,ductos varios,17,5,27,15,1,Solar Turbines,C15,3
gas_flows_10,2023-10-30,2,Efigas,CE1944,BALLE,"Manaure, LAG",Madrugada,-4,false,,CTG,"Cartagena, BOL",10,,650,ductos varios,2,2,0,1,2,Siemens,Taurus 60,16
gas_flows_10,2023-10-31,3,Gases de la Guajira,CE3386,JOBO,"Sahagún, COR",Noche,54,true,,MTR,"Montería, COR",46,,218,RAMAL urbano,2,0,32,4,4,Siemens,Mars 100,23
gas_flows_11,2023-11-01,4,Gasnacer,CE9771,BALLE,"Manaure, LAG",Tarde,31,true,,CTG,"Cartagena, BOL",86,,634,ductos varios,22,15,11,6,12,GE Oil & Gas,Centaur 40,23
gas_flows_11,2023-11-02,5,Gasnacer,CE4174,JOBO,"Sahagún, COR",Mañana,3,true,,MAM,"Cartagena, BOL",48,,175,Troncal principal,19,8,23,5,11,Caterpillar,Centaur 40,29
gas_flows_11,2023-11-03,6,Gases de la Guajira,CE4340,JOBO,"Sahagún, COR",Tarde,4,true,,RIO,"Riohacha, LAG",48,,348,regional sur,5,2,25,28,5,Caterpillar,Mars 100,4
gas_flows_11,2023-11-04,7,Efigas,CE1496,BALLE,"Manaure, LAG",Madrugada,-12,false,,MTR,"Montería, COR",62,,179,Ramal industrial,7,7,15,29,2,Solar Turbines,C15,2
gas_flows_11,2023-11-05,1,Gases del Caribe,CE5892,BALLE,"Manaure, LAG",Madrugada,35,true,,STM,"Santa Marta, MAG",104,,373,Troncal principal,0,31,9,16,27,GE Oil & Gas,C15,7
gas_flows_11,2023-11-06,2,Gasnacer,CE1,JOBO,"Sahagún, COR",Tarde,19,true,,VDP,"Valledupar, CES",74,,588,Troncal principal,19,17,6,10,3,Caterpillar,Centaur 40,18
gas_flows_11,2023-11-07,3,Efigas,CE9088,JOBO,"Sahagún, COR",Madrugada,1,true,,RIO,"Riohacha, LAG",36,,644,regional sur,1,3,34,4,1,Caterpillar,Mars 100,17
gas_flows_11,2023-11-08,4,Gases del Caribe,CE7113,JOBO,"Sahagún, COR",Madrugada,-8,false,,MAM,"Cartagena, BOL",29,,417,Troncal principal,11,3,1,0,25,GE Oil & Gas,Mars 100,26
gas_flows_11,2023-11-09,5,Efigas,CE6595,JOBO,"Sahagún, COR",Noche,9,true,,MTR,"Montería, COR",33,,609,ductos varios,15,2,11,1,12,Solar Turbines,C15,1
gas_flows_11,2023-11-10,6,Gasnacer,CE8893,JOBO,"Sahagún, COR",Madrugada,47,true,,STM,"Santa Marta, MAG",81,,472,regional sur,3,17,10,18,13,Solar Turbines,C15,21
gas_flows_11,2023-11-11,7,Gasnacer,CE9019,JOBO,"Sahagún, COR",Mañana,19,true,,BAQ,"Barranquilla, ATL",25,,161,Ramal industrial,0,2,8,1,8,Solar Turbines,Mars 100,3
gas_flows_11,2023-11-12,1,Gasnacer,CE9912,BALLE,"Manaure, LAG",Tarde,-11,false,,RIO,"Riohacha, LAG",84,,241,Troncal principal,19,24,10,20,10,Siemens,C15,14
gas_flows_11,2023-11-13,2,Gases de la Guajira,CE1567,BALLE,"Manaure, LAG",Mañana,30,true,,STM,"Santa Marta, MAG",39,,436,Regional Sabanas,22,0,0,4,4,GE Oil & Gas,Taurus 60,6
gas_flows_11,2023-11-14,3,Gases del Caribe,CE5323,JOBO,"Sahagún, COR",Noche,23,true,,RIO,"Riohacha, LAG",43,,393,Troncal principal,4,5,7,10,20,Caterpillar,Centaur 40,28
gas_flows_11,2023-11-15,4,Gases del Caribe,CE1528,BALLE,"Manaure, LAG",Noche,27,true,,VDP,"Valledupar, CES",107,,116,Troncal principal,24,2,2,36,15,Solar Turbines,Taurus 60,24
gas_flows_11,2023-11-16,5,Gases de la Guajira,CE7039,JOBO,"Sahagún, COR",Madrugada,49,true,,MAM,"Cartagena, BOL",83,,474,regional sur,9,6,1,4,38,Caterpillar,Mars 100,27
gas_flows_11,2023-11-17,6,Gases del Caribe,CE2904,BALLE,"Manaure, LAG",Noche,42,true,,CTG,"Cartagena, BOL",72,,409,troncal norte,4,0,2,34,15,Solar Turbines,C15,28
gas_flows_11,2023-11-18,7,Efigas,CE2009,BALLE,"Manaure, LAG",Mañana,25,true,,SIN,"Sincelejo, SUC",50,,419,RAMAL urbano,13,16,11,4,2,Solar Turbines,Mars 100,20
gas_flows_11,2023-11-19,1,Gases de la Guajira,CE1156,JOBO,"Sahagún, COR",Madrugada,-7,false,,BAQ,"Barranquilla, ATL",53,,596,ductos varios,1,11,11,19,0,Caterpillar,C15,25
gas_flows_11,2023-11-20,2,Gases de la Guajira,CE8917,JOBO,"Sahagún, COR",Tarde,-15,false,,MTR,"Montería, COR",22,,376,Regional Sabanas,1,3,6,1,4,Caterpillar,C15,25
gas_flows_11,2023-11-21,3,Gases de la Guajira,CE5344,BALLE,"Manaure, LAG",Noche,37,true,,SIN,"Sincelejo, SUC",16,,106,Ramal industrial,0,10,2,2,5,Caterpillar,Centaur 40,24
gas_flows_11,2023-11-22,4,Gases del Caribe,CE9972,BALLE,"Manaure, LAG",Tarde,4,true,,RIO,"Riohacha, LAG",61,,312,troncal norte,6,25,10,17,0,Siemens,Taurus 60,0
gas_flows_11,2023-11-23,5,Efigas,CE9883,JOBO,"Sahagún, COR",Madrugada,-12,false,,MTR,"Montería, COR",48,,76,Troncal principal,27,0,1,5,5,Siemens,Centaur 40,25
gas_flows_11,2023-11-24,6,,CE2938,JOBO,"Sahagún, COR",Tarde,29,true,,STM,"Santa Marta, MAG",66,,371,regional sur,6,18,10,3,10,Solar Turbines,Centaur 40,13
gas_flows_11,2023-11-25,7,Surtigas,CE5133,JOBO,"Sahagún, COR",Madrugada,53,true,,VDP,"Valledupar, CES",49,,314,Regional Sabanas,7,26,0,0,0,Caterpillar,Centaur 40,22
gas_flows_11,2023-11-26,1,Surtigas,CE8134,JOBO,"Sahagún, COR",Tarde,22,true,,MAM,"Cartagena, BOL",63,,351,RAMAL urbano,14,34,0,0,9,Siemens,C15,3
gas_flows_11,2023-11-27,2,Gasnacer,CE3546,BALLE,"Manaure, LAG",Madrugada,36,true,,BAQ,"Barranquilla, ATL",92,,303,troncal norte,17,0,29,25,2,Siemens,C15,7
gas_flows_11,2023-11-28,3,Gases de la Guajira,CE6140,JOBO,"Sahagún, COR",Noche,54,true,,SIN,"Sincelejo, SUC",50,,519,Ramal industrial,10,0,6,27,18,Solar Turbines,Mars 100,25
gas_flows_11,2023-11-29,4,Gasnacer,CE8615,JOBO,"Sahagún, COR",Madrugada,29,true,,VDP,"Valledupar, CES",26,,290,RAMAL urbano,2,15,3,5,1,GE Oil & Gas,C15,27
gas_flows_11,2023-11-30,5,Gases del Caribe,CE5122,BALLE,"Manaure, LAG",Noche,39,true,,VDP,"Valledupar, CES",108,,97,ductos varios,13,20,16,13,15,Siemens,Taurus 60,12
gas_flows_12,2023-12-01,6,Surtigas,CE2373,BALLE,"Manaure, LAG",Mañana,44,true,,CTG,"Cartagena, BOL",30,,152,troncal norte,24,0,8,5,1,GE Oil & Gas,Centaur 40,5
gas_flows_12,2023-12-02,7,Gases de la Guajira,CE4746,BALLE,"Manaure, LAG",Tarde,50,true,,RIO,"Riohacha, LAG",93,,94,regional sur,5,35,0,27,0,Caterpillar,Centaur 40,6
gas_flows_12,2023-12-03,1,Efigas,CE8617,JOBO,"Sahagún, COR",Tarde,-14,false,,MAM,"Cartagena, BOL",11,,369,regional sur,0,5,3,4,0,Solar Turbines,Centaur 40,13
gas_flows_12,2023-12-04,2,Efigas,CE7919,JOBO,"Sahagún, COR",Noche,4,true,,CTG,"Cartagena, BOL",24,,308,Ramal industrial,1,16,1,7,0,GE Oil & Gas,Centaur 40,21
gas_flows_12,2023-12-05,3,Efigas,CE5154,JOBO,"Sahagún, COR",Madrugada,35,true,,SIN,"Sincelejo, SUC",62,,394,RAMAL urbano,12,9,21,18,6,Siemens,Mars 100,19
gas_flows_12,2023-12-06,4,Gases de la Guajira,CE7658,JOBO,"Sahagún, COR",Madrugada,48,true,,SIN,"Sincelejo, SUC",59,,416,Regional Sabanas,9,1,15,0,18,Caterpillar,Taurus 60,12
gas_flows_12,2023-12-07,5,Gasnacer,CE9172,BALLE,"Manaure, LAG",Madrugada,43,true,,BAQ,"Barranquilla, ATL",44,,430,ductos varios,24,0,19,7,0,Caterpillar,Mars 100,2
gas_flows_12,2023-12-08,6,Efigas,CE1176,BALLE,"Manaure, LAG",Tarde,38,true,,VDP,"Valledupar, CES",23,,349,Troncal principal,2,8,1,3,11,Siemens,Mars 100,15
gas_flows_12,2023-12-09,7,Gasnacer,CE9587,JOBO,"Sahagún, COR",Mañana,7,true,,MTR,"Montería, COR",67,,459,Troncal principal,7,1,3,24,15,Caterpillar,Mars 100,17
gas_flows_12,2023-12-10,1,Efigas,CE1204,BALLE,"Manaure, LAG",Noche,38,true,,STM,"Santa Marta, MAG",71,,178,ductos varios,19,24,4,12,22,GE Oil & Gas,Mars 100,7
gas_flows_12,2023-12-11,2,Efigas,CE7668,BALLE,"Manaure, LAG",Madrugada,8,true,,SIN,"Sincelejo, SUC",72,,64,RAMAL urbano,24,14,0,1,12,Solar Turbines,Taurus 60,12
gas_flows_12,2023-12-12,3,Gasnacer,CE3326,JOBO,"Sahagún, COR",Madrugada,43,true,,MAM,"Cartagena, BOL",82,,338,Troncal principal,0,37,36,12,4,Caterpillar,C15,11
gas_flows_12,2023-12-13,4,Efigas,CE8774,JOBO,"Sahagún, COR",Mañana,9,true,,STM,"Santa Marta, MAG",85,,415,ductos varios,7,6,27,17,6,GE Oil & Gas,Taurus 60,5
gas_flows_12,2023-12-14,5,Surtigas,CE3226,BALLE,"Manaure, LAG",Noche,-15,false,,STM,"Santa Marta, MAG",38,,392,Ramal industrial,2,17,4,2,2,Caterpillar,Taurus 60,14
gas_flows_12,2023-12-15,6,Gases de la Guajira,CE1765,BALLE,"Manaure, LAG",Tarde,31,true,,VDP,"Valledupar, CES",44,,263,RAMAL urbano,20,5,5,21,11,Caterpillar,Mars 100,26
gas_flows_12,2023-12-16,7,Efigas,CE8358,JOBO,"Sahagún, COR",Mañana,54,true,,SIN,"Sincelejo, SUC",30,,141,troncal norte,0,11,10,5,3,Caterpillar,Centaur 40,25
gas_flows_12,2023-12-17,1,Gases de la Guajira,CE5811,JOBO,"Sahagún, COR",Madrugada,13,true,,RIO,"Riohacha, LAG",52,,537,Regional Sabanas,5,19,10,6,1,GE Oil & Gas,Centaur 40,0
gas_flows_12,2023-12-18,2,Gases de la Guajira,CE7709,JOBO,"Sahagún, COR",Mañana,54,true,,MAM,"Cartagena, BOL",33,,369,Regional Sabanas,0,7,0,19,8,Siemens,C15,10
gas_flows_12,2023-12-19,3,Efigas,CE0109,BALLE,"Manaure, LAG",Tarde,-4,false,,SIN,"Sincelejo, SUC",31,,567,regional sur,1,4,0,2,31,Solar Turbines,Taurus 60,6
gas_flows_12,2023-12-20,4,Gases del Caribe,CE2816,JOBO,"Sahagún, COR",Mañana,9,true,,STM,"Santa Marta, MAG",46,,153,Ramal industrial,0,3,20,8,0,GE Oil & Gas,Centaur 40,2
gas_flows_12,2023-12-21,5,Gases de la Guajira,CE3480,JOBO,"Sahagún, COR",Noche,53,true,,CTG,"Cartagena, BOL",63,,551,troncal norte,16,1,3,15,11,Caterpillar,C15,4
gas_flows_12,2023-12-22,6,Gases del Caribe,CE8866,JOBO,"Sahagún, COR",Madrugada,7,true,,STM,"Santa Marta, MAG",28,,295,Regional Sabanas,6,5,3,3,3,GE Oil & Gas,Centaur 40,11
gas_flows_12,2023-12-23,7,Gasnacer,CE7845,JOBO,"Sahagún, COR",Tarde,52,true,,MAM,"Cartagena, BOL",55,,300,regional sur,5,11,2,4,22,Siemens,Taurus 60,12
gas_flows_12,2023-12-24,1,Efigas,CE0665,JOBO,"Sahagún, COR",Mañana,-8,false,,VDP,"Valledupar, CES",73,,390,ductos varios,0,3,11,23,23,Caterpillar,Centaur 40,3
gas_flows_12,2023-12-25,2,Gasnacer,CE12345678,BALLE,"Manaure, LAG",Noche,11,true,,MTR,"Montería, COR",38,,60,regional sur,0,4,14,13,1,Caterpillar,Mars 100,19
gas_flows_12,2023-12-26,3,Surtigas,CE5702,BALLE,"Manaure, LAG",Tarde,-14,false,,MAM,"Cartagena, BOL",66,,306,Troncal principal,29,28,3,15,0,Caterpillar,Taurus 60,7
gas_flows_12,2023-12-27,4,Gases de la Guajira,CE3654,BALLE,"Manaure, LAG",Madrugada,47,true,,STM,"Santa Marta, MAG",67,,577,ductos varios,31,5,12,13,2,Solar Turbines,Centaur 40,21
gas_flows_12,2023-12-28,5,Efigas,CE8822,JOBO,"Sahagún, COR",Mañana,60,true,,SIN,"Sincelejo, SUC",32,,316,Regional Sabanas,14,15,0,9,0,Caterpillar,C15,27
gas_flows_12,2023-12-29,6,Efigas,CE7279,BALLE,"Manaure, LAG",Tarde,45,true,,CTG,"Cartagena, BOL",70,,469,ductos varios,7,8,33,0,14,GE Oil & Gas,Centaur 40,12
gas_flows_12,2023-12-30,7,Surtigas,CE1588,BALLE,"Manaure, LAG",Madrugada,22,true,,MTR,"Montería, COR",20,,482,RAMAL urbano,3,6,7,8,4,GE Oil & Gas,Mars 100,21
gas_flows_12,2023-12-31,1,Gases del Caribe,CE7977,BALLE,"Manaure, LAG",Tarde,40,true,,CTG,"Cartagena, BOL",22,,400,Troncal principal,3,3,2,21,1,Solar Turbines,Mars 100,24
gas_flows_1,2023-01-01,1,,CE3906,BALLE,"Manaure, LAG",Mañana,63,true,,BAQ,"Barranquilla, ATL",41,,270,Troncal principal,1,5,2,2,22,Caterpillar,Centaur 40,25
gas_flows_1,2023-01-02,2,Surtigas,CE1226,JOBO,"Sahagún, COR",Mañana,37,true,,STM,"Santa Marta, MAG",45,,319,Troncal principal,9,9,5,14,11,Solar Turbines,Centaur 40,23
gas_flows_1,2023-01-03,3,Gasnacer,CE9873,BALLE,"Manaure, LAG",Tarde,-6,false,,CTG,"Cartagena, BOL",49,,244,ductos varios,18,20,1,11,4,Siemens,Centaur 40,5
gas_flows_1,2023-01-04,4,Gases de la Guajira,CE9759,BALLE,"Manaure, LAG",Madrugada,-14,false,,VDP,"Valledupar, CES",53,,522,regional sur,12,18,4,15,26,Siemens,Mars 100,13
gas_flows_1,2023-01-05,5,Efigas,CE5868,JOBO,"Sahagún, COR",Tarde,31,true,,STM,"Santa Marta, MAG",56,,639,Regional Sabanas,14,12,5,0,14,Caterpillar,C15,0
gas_flows_1,2023-01-06,6,Surtigas,CE6770,,"Sahagún, COR",Madrugada,14,true,,SIN,"Sincelejo, SUC",15,,153,troncal norte,1,4,0,2,9,Siemens,Centaur 40,8
gas_flows_1,2023-01-07,7,Surtigas,CE7922,JOBO,"Sahagún, COR",Madrugada,49,true,,SIN,"Sincelejo, SUC",96,,556,Troncal principal,0,10,35,35,2,Siemens,Mars 100,28
gas_flows_1,2023-01-08,1,Surtigas,CE6208,JOBO,"Sahagún, COR",Tarde,60,true,,STM,"Santa Marta, MAG",79,,333,regional sur,10,14,10,6,19,GE Oil & Gas,Centaur 40,27
gas_flows_1,2023-01-09,2,Gasnacer,CE2957,JOBO,"Sahagún, COR",Tarde,-8,false,,MAM,"Cartagena, BOL",32,,478,troncal norte,0,13,5,2,2,Siemens,Centaur 40,24
gas_flows_1,2023-01-10,3,Efigas,CE8196,BALLE,"Manaure, LAG",Tarde,38,true,,BAQ,"Barranquilla, ATL",28,,90,Regional Sabanas,5,5,4,4,8,GE Oil & Gas,Taurus 60,11
gas_flows_1,2023-01-11,4,Gasnacer,CE9993,JOBO,"Sahagún, COR",Tarde,52,true,,VDP,"Valledupar, CES",72,,387,Troncal principal,19,4,14,9,14,Siemens,Centaur 40,18
gas_flows_1,2023-01-12,5,Gases del Caribe,CE2759,JOBO,"Sahagún, COR",Mañana,12,true,,MTR,"Montería, COR",24,,385,Ramal industrial,0,1,4,0,12,GE Oil & Gas,C15,3
gas_flows_1,2023-01-13,6,Gases de la Guajira,CE3384,JOBO,"Sahagún, COR",Noche,44,true,,CTG,"Cartagena, BOL",44,,115,Regional Sabanas,11,3,23,11,4,GE Oil & Gas,Taurus 60,22
gas_flows_1,2023-01-14,7,Efigas,CE5224,JOBO,"Sahagún, COR",Madrugada,33,true,,SIN,"Sincelejo, SUC",113,,358,troncal norte,12,10,8,23,35,GE Oil & Gas,Taurus 60,22
gas_flows_1,2023-01-15,1,Surtigas,CE5532,BALLE,"Manaure, LAG",Madrugada,41,true,,CTG,"Cartagena, BOL",39,,243,Regional Sabanas,1,3,4,25,17,GE Oil & Gas,Mars 100,7
gas_flows_1,2023-01-16,2,Surtigas,CE0981,BALLE,"Manaure, LAG",Noche,47,true,,MTR,"Montería, COR",48,,321,troncal norte,0,3,25,13,0,Solar Turbines,Centaur 40,26
gas_flows_1,2023-01-17,3,Gasnacer,CE1207,BALLE,"Manaure, LAG",Madrugada,14,true,,RIO,"Riohacha, LAG",73,,621,troncal norte,20,9,14,29,15,Solar Turbines,Centaur 40,7
gas_flows_1,2023-01-18,4,Efigas,CE1,JOBO,"Sahagún, COR",Noche,0,false,,BAQ,"Barranquilla, ATL",63,,530,Ramal industrial,18,16,12,7,7,Solar Turbines,C15,14
gas_flows_1,2023-01-19,5,Gases del Caribe,CE6257,JOBO,"Sahagún, COR",Mañana,31,true,,MAM,"Cartagena, BOL",18,,599,Ramal industrial,2,1,0,0,14,Solar Turbines,Mars 100,29
gas_flows_1,2023-01-20,6,Gases de la Guajira,CE8405,JOBO,"Sahagún, COR",Noche,-12,false,,VDP,"Valledupar, CES",62,,412,Ramal industrial,12,24,2,7,2,GE Oil & Gas,Taurus 60,20
gas_flows_1,2023-01-21,7,Surtigas,CE3881,BALLE,"Manaure, LAG",Noche,52,true,,STM,"Santa Marta, MAG",29,,113,Ramal industrial,4,18,1,6,11,GE Oil & Gas,C15,22
gas_flows_1,2023-01-22,1,Gases del Caribe,CE0927,BALLE,"Manaure, LAG",Madrugada,24,true,,RIO,"Riohacha, LAG",35,,533,ductos varios,1,5,0,15,7,Siemens,Centaur 40,8
gas_flows_1,2023-01-23,2,Gases del Caribe,CE0642,JOBO,"Sahagún, COR",Mañana,18,true,,SIN,"Sincelejo, SUC",116,,624,ductos varios,19,18,19,2,26,Caterpillar,Centaur 40,0
gas_flows_1,2023-01-24,3,Efigas,CE6032,JOBO,"Sahagún, COR",Noche,24,true,,CTG,"Cartagena, BOL",44,,228,Regional Sabanas,4,7,4,0,24,Siemens,Taurus 60,10
gas_flows_1,2023-01-25,4,Gases del Caribe,CE0684,JOBO,"Sahagún, COR",Tarde,35,true,,MTR,"Montería, COR",91,,507,RAMAL urbano,16,15,5,17,18,Siemens,Mars 100,5
gas_flows_1,2023-01-26,5,Gases de la Guajira,CE2242,JOBO,"Sahagún, COR",Noche,12,true,,MAM,"Cartagena, BOL",79,,478,troncal norte,15,2,5,20,21,GE Oil & Gas,C15,2
gas_flows_1,2023-01-27,6,Gasnacer,CE5236,JOBO,"Sahagún, COR",Madrugada,-15,false,,CTG,"Cartagena, BOL",17,,277,RAMAL urbano,0,1,5,5,1,Solar Turbines,Mars 100,13
gas_flows_1,2023-01-28,7,Gases del Caribe,CE2124,BALLE,"Manaure, LAG",Mañana,56,true,,STM,"Santa Marta, MAG",20,,622,RAMAL urbano,0,0,11,2,4,Caterpillar,Mars 100,26
gas_flows_1,2023-01-29,1,Surtigas,CE7010,JOBO,"Sahagún, COR",Tarde,12,true,,VDP,"Valledupar, CES",57,,282,Ramal industrial,0,11,29,9,13,Caterpillar,Mars 100,4
gas_flows_1,2023-01-30,2,Gases del Caribe,CE2053,JOBO,"Sahagún, COR",Madrugada,-7,false,,BAQ,"Barranquilla, ATL",84,,373,RAMAL urbano,16,13,21,10,7,Siemens,Centaur 40,15
gas_flows_1,2023-01-31,3,Surtigas,CE1707,BALLE,"Manaure, LAG",Mañana,-1,false,,SIN,"Sincelejo, SUC",41,,553,RAMAL urbano,15,2,12,15,11,Caterpillar,Mars 100,20
gas_flows_2,2023-02-01,4,,CE1268,BALLE,"Manaure, LAG",Madrugada,24,true,,VDP,"Valledupar, CES",28,,206,Troncal principal,7,1,0,0,12,Solar Turbines,Centaur 40,7
gas_flows_2,2023-02-02,5,Efigas,CE6703,BALLE,"Manaure, LAG",Tarde,64,true,,BAQ,"Barranquilla, ATL",30,,260,Regional Sabanas,6,8,2,8,2,Siemens,Taurus 60,8
gas_flows_2,2023-02-03,6,Gases de la Guajira,CE9364,BALLE,"Manaure, LAG",Madrugada,58,true,,SIN,"Sincelejo, SUC",56,,293,Troncal principal,2,2,7,21,6,GE Oil & Gas,Centaur 40,2
gas_flows_2,2023-02-04,7,Surtigas,CE3222,JOBO,"Sahagún, COR",Noche,-9,false,,RIO,"Riohacha, LAG",36,,586,regional sur,9,10,11,20,1,Siemens,C15,4
gas_flows_2,2023-02-05,1,Gases del Caribe,CE0541,BALLE,"Manaure, LAG",Madrugada,42,true,,CTG,"Cartagena, BOL",35,,614,Regional Sabanas,2,3,4,16,0,GE Oil & Gas,Centaur 40,2
gas_flows_2,2023-02-06,2,Gases del Caribe,CE5418,JOBO,"Sahagún, COR",Tarde,38,true,,,"Sincelejo, SUC",81,,385,Regional Sabanas,21,22,31,0,14,GE Oil & Gas,Taurus 60,13
gas_flows_2,2023-02-07,3,Gases del Caribe,CE1432,JOBO,"Sahagún, COR",Noche,37,true,,CTG,"Cartagena, BOL",79,,221,troncal norte,20,7,13,13,6,Solar Turbines,,5
gas_flows_2,2023-02-08,4,Gases del Caribe,CE2507,JOBO,"Sahagún, COR",Madrugada,62,true,,STM,"Santa Marta, MAG",41,,270,Troncal principal,2,7,8,0,17,Siemens,Centaur 40,22
gas_flows_2,2023-02-09,5,Efigas,CE0749,JOBO,"Sahagún, COR",Tarde,37,true,,CTG,"Cartagena, BOL",14,,537,Troncal principal,4,1,9,2,2,GE Oil & Gas,C15,11
gas_flows_2,2023-02-10,6,Surtigas,CE2985,JOBO,"Sahagún, COR",Mañana,28,true,,VDP,"Valledupar, CES",30,,604,ductos varios,5,19,2,0,1,Caterpillar,Taurus 60,13
gas_flows_2,2023-02-11,7,Surtigas,CE3898,BALLE,"Manaure, LAG",Tarde,36,true,,STM,"Santa Marta, MAG",56,,385,RAMAL urbano,27,6,6,18,4,Caterpillar,Mars 100,13
gas_flows_2,2023-02-12,1,Surtigas,CE3384,BALLE,"Manaure, LAG",Noche,54,true,,MTR,"Montería, COR",49,,512,Troncal principal,22,19,4,5,0,Caterpillar,,4
gas_flows_2,2023-02-13,2,Surtigas,CE5528,JOBO,"Sahagún, COR",Mañana,29,true,,STM,"Santa Marta, MAG",79,,235,Ramal industrial,22,18,11,7,12,GE Oil & Gas,Taurus 60,14
gas_flows_2,2023-02-14,3,Gasnacer,CE4735,BALLE,"Manaure, LAG",Madrugada,7,true,,STM,"Santa Marta, MAG",41,,547,troncal norte,11,3,3,11,1,Siemens,Centaur 40,15
gas_flows_2,2023-02-15,4,Efigas,CE6173,JOBO,"Sahagún, COR",Noche,27,true,,CTG,"Cartagena, BOL",47,,390,ductos varios,30,1,2,2,12,Caterpillar,C15,28
gas_flows_2,2023-02-16,5,Surtigas,CE0722,JOBO,"Sahagún, COR",Madrugada,52,true,,RIO,"Riohacha, LAG",47,,315,Regional Sabanas,0,15,25,13,8,Siemens,C15,9
gas_flows_2,2023-02-17,6,Surtigas,CE2916,JOBO,"Sahagún, COR",Tarde,60,true,,SIN,"Sincelejo, SUC",49,,584,RAMAL urbano,0,8,15,6,7,Siemens,C15,27
gas_flows_2,2023-02-18,7,Efigas,CE7060,JOBO,"Sahagún, COR",Noche,7,true,,MAM,"Cartagena, BOL",56,,327,ductos varios,3,9,25,10,1,Caterpillar,Taurus 60,0
gas_flows_2,2023-02-19,1,Gasnacer,CE7814,JOBO,"Sahagún, COR",Noche,27,true,,STM,"Santa Marta, MAG",123,,592,Troncal principal,30,0,0,33,38,Siemens,Mars 100,24
gas_flows_2,2023-02-20,2,Surtigas,CE5705,JOBO,"Sahagún, COR",Madrugada,47,true,,MAM,"Cartagena, BOL",82,,330,Troncal principal,8,26,10,3,14,Siemens,C15,8
gas_flows_2,2023-02-21,3,Gases del Caribe,CE8322,JOBO,"Sahagún, COR",Mañana,21,true,,VDP,"Valledupar, CES",95,,466,Troncal principal,1,24,13,0,29,Siemens,Mars 100,29
gas_flows_2,2023-02-22,4,Gases de la Guajira,CE7049,JOBO,"Sahagún, COR",Mañana,1,true,,STM,"Santa Marta, MAG",88,,432,Regional Sabanas,14,6,11,10,22,GE Oil & Gas,Mars 100,2
gas_flows_2,2023-02-23,5,Gases del Caribe,CE9039,JOBO,"Sahagún, COR",Mañana,2,true,,RIO,"Riohacha, LAG",33,,436,Regional Sabanas,4,4,7,0,8,GE Oil & Gas,Taurus 60,1
gas_flows_2,2023-02-24,null,Efigas,CE7044,BALLE,"Manaure, LAG",Madrugada,31,true,,BAQ,"Barranquilla, ATL",83,,94,Regional Sabanas,4,23,8,7,27,Caterpillar,C15,8
gas_flows_2,2023-02-25,7,Gases del Caribe,CE8645,BALLE,"Manaure, LAG",Madrugada,64,true,,SIN,"Sincelejo, SUC",55,,256,regional sur,0,18,24,2,5,GE Oil & Gas,Mars 100,20
gas_flows_2,2023-02-26,1,Gases de la Guajira,CE5018,BALLE,"Manaure, LAG",Tarde,38,true,,SIN,"Sincelejo, SUC",80,,121,troncal norte,0,10,33,17,0,Solar Turbines,Centaur 40,11
gas_flows_2,2023-02-27,2,Gases del Caribe,CE5364,BALLE,"Manaure, LAG",Noche,19,true,,CTG,"Cartagena, BOL",64,,499,Ramal industrial,32,8,6,30,3,GE Oil & Gas,Taurus 60,21
gas_flows_2,2023-02-28,3,Surtigas,CE1435,JOBO,"Sahagún, COR",Mañana,64,true,,MAM,"Cartagena, BOL",73,,563,regional sur,21,8,3,8,16,Solar Turbines,Taurus 60,2
gas_flows_3,2023-03-01,4,Gases de la Guajira,CE3050,JOBO,"Sahagún, COR",Noche,26,true,,VDP,"Valledupar, CES",60,,238,ductos varios,6,19,2,13,3,Solar Turbines,Centaur 40,19
gas_flows_3,2023-03-02,5,Surtigas,CE9182,JOBO,"Sahagún, COR",Mañana,54,true,,,"Santa Marta, MAG",46,,83,ductos varios,11,0,17,3,0,Solar Turbines,Taurus 60,7
gas_flows_3,2023-03-03,6,Gases de la Guajira,CE3914,JOBO,"Sahagún, COR",Noche,10,true,,CTG,"Cartagena, BOL",32,,389,troncal norte,11,3,3,2,9,Caterpillar,C15,25
gas_flows_3,2023-03-04,7,Gases de la Guajira,CE2826,JOBO,"Sahagún, COR",Mañana,21,true,,BAQ,"Barranquilla, ATL",60,,170,RAMAL urbano,23,1,1,12,3,GE Oil & Gas,Taurus 60,24
gas_flows_3,2023-03-05,1,Gases del Caribe,CE7243,BALLE,"Manaure, LAG",Madrugada,26,true,,CTG,"Cartagena, BOL",60,,559,regional sur,4,6,7,7,31,GE Oil & Gas,Mars 100,6
gas_flows_3,2023-03-06,2,Gases del Caribe,CE8541,BALLE,"Manaure, LAG",Madrugada,24,true,,MAM,"Cartagena, BOL",21,,331,Troncal principal,6,18,1,0,4,Caterpillar,Centaur 40,26
